UID,Chargeability,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement
965,No,2020-10-01 00:00:00,2020-07-15 00:00:00,A,Chevron Cloud Security,ML,NYC,Yes
966,Yes,2020-06-01 00:00:00,2020-03-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Java,NYC,Yes
967,Yes,2020-01-01 00:00:00,2020-05-15 00:00:00,C,Chevron Cloud Security,Java,Boston,Yes
968,Yes,2020-06-01 00:00:00,2020-06-15 00:00:00,C,Application Security F/P Analysis,Cloud,Boston,No
969,No,2020-07-01 00:00:00,2020-08-15 00:00:00,F,AT&T Application Scanning,Python,Boston,No
970,No,2020-04-01 00:00:00,2020-11-15 00:00:00,F,AT&T Application Scanning,Oracle,Denver,Yes
971,No,2020-07-01 00:00:00,2020-09-15 00:00:00,G,iDefense- Zaim,Oracle,Denver,No
972,No,2020-04-01 00:00:00,2020-04-15 00:00:00,A,iDefense- Odin,Python,Chicago,No
973,Yes,2020-05-01 00:00:00,2020-08-15 00:00:00,C,Avande,ML,Boston,Yes
974,No,2020-06-01 00:00:00,2020-01-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),ML,Denver,No
975,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,G,iDefense- Odin,Python,Boston,Yes
976,No,2020-08-01 00:00:00,2020-07-15 00:00:00,B,Journey2Cloud,ML,Chicago,Yes
977,Yes,2020-05-01 00:00:00,2020-06-15 00:00:00,F,Cyber Integration,Java,Denver,Yes
978,No,2020-12-01 00:00:00,2020-01-15 00:00:00,A,Application Security F/P Analysis,Cloud,Chicago,No
979,No,2020-11-01 00:00:00,2020-05-15 00:00:00,D,Cyber Integration,Java,DC,No
980,Yes,2020-08-01 00:00:00,2020-03-15 00:00:00,D,Avande,Cloud,Boston,No
981,Yes,2020-06-01 00:00:00,2020-05-15 00:00:00,B,Cloud Security Enablement Phase 1,ML,Chicago,Yes
982,Yes,2020-09-01 00:00:00,2020-12-15 00:00:00,D,Journey2Cloud,Java,Denver,Yes
983,No,2020-10-01 00:00:00,2020-04-15 00:00:00,H,Avande,Oracle,Denver,No
984,No,2020-10-01 00:00:00,2020-06-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),ML,DC,Yes
985,No,2020-06-01 00:00:00,2020-05-15 00:00:00,F,Journey2Cloud,ML,NYC,No
986,No,2020-12-01 00:00:00,2020-07-15 00:00:00,G,Cloud Security Enablement Phase 1,Java,NYC,No
987,No,2020-05-01 00:00:00,2020-04-15 00:00:00,B,Avande,Python,Chicago,No
988,Yes,2020-04-01 00:00:00,2020-03-15 00:00:00,F,Application Security F/P Analysis,Oracle,Boston,No
989,Yes,2020-09-01 00:00:00,2020-02-15 00:00:00,A,Cyber Integration,Java,NYC,No
990,No,2020-04-01 00:00:00,2020-12-15 00:00:00,B,AT&T Application Scanning,Java,Boston,No
991,No,2020-10-01 00:00:00,2020-03-15 00:00:00,E,Application Security F/P Analysis,Java,Boston,Yes
992,No,2020-11-01 00:00:00,2020-06-15 00:00:00,H,AT&T Application Scanning,Java,Denver,No
993,No,2020-05-01 00:00:00,2020-07-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Cloud,DC,Yes
994,Yes,2020-04-01 00:00:00,2020-04-15 00:00:00,F,Application Security F/P Analysis,Python,Boston,Yes
995,No,2020-10-01 00:00:00,2020-02-15 00:00:00,C,Chevron Cloud Security,Cloud,Denver,Yes
996,No,2020-04-01 00:00:00,2020-08-15 00:00:00,F,iDefense- Zaim,Python,NYC,No
997,Yes,2020-10-01 00:00:00,2020-08-15 00:00:00,D,iDefense- Odin,Java,NYC,No
998,Yes,2020-08-01 00:00:00,2020-04-15 00:00:00,D,Cloud Security Enablement Phase 1,Java,DC,Yes
999,Yes,2020-01-01 00:00:00,2020-07-15 00:00:00,E,iDefense- Zaim,Python,NYC,No
1000,No,2020-10-01 00:00:00,2020-05-15 00:00:00,F,Cyber Integration,Oracle,NYC,No
1001,Yes,2020-11-01 00:00:00,2020-09-15 00:00:00,E,Journey2Cloud,ML,NYC,Yes
1002,Yes,2020-01-01 00:00:00,2020-03-15 00:00:00,H,Avande,Oracle,Chicago,Yes
1003,No,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Chevron Cloud Security,Cloud,Boston,Yes
1004,Yes,2020-09-01 00:00:00,2020-06-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Python,Boston,Yes
1005,No,2020-12-01 00:00:00,2020-06-15 00:00:00,H,Chevron Cloud Security,ML,Boston,No
1006,No,2020-05-01 00:00:00,2020-06-15 00:00:00,G,iDefense- Odin,Java,Denver,No
1007,Yes,2020-03-01 00:00:00,2020-04-15 00:00:00,D,iDefense- Odin,Python,Boston,No
1008,No,2020-05-01 00:00:00,2020-12-15 00:00:00,C,Chevron Cloud Security,Oracle,DC,No
1009,No,2020-11-01 00:00:00,2020-03-15 00:00:00,G,AT&T Application Scanning,Java,NYC,No
1010,No,2020-04-01 00:00:00,2020-08-15 00:00:00,C,Avande,Java,NYC,Yes
1011,Yes,2020-01-01 00:00:00,2020-08-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),ML,NYC,No
1012,No,2020-01-01 00:00:00,2020-09-15 00:00:00,H,Application Security F/P Analysis,ML,NYC,No
1013,Yes,2020-03-01 00:00:00,2020-06-15 00:00:00,D,Avande,Python,DC,Yes
1014,Yes,2020-05-01 00:00:00,2020-08-15 00:00:00,F,Avande,Oracle,Denver,No
1015,Yes,2020-02-01 00:00:00,2020-10-15 00:00:00,D,Cyber Integration,ML,Chicago,Yes
1016,No,2020-07-01 00:00:00,2020-07-15 00:00:00,F,iDefense- Odin,Python,DC,Yes
1017,No,2020-10-01 00:00:00,2020-12-15 00:00:00,C,Cyber Integration,ML,Boston,Yes
1018,No,2020-11-01 00:00:00,2020-05-15 00:00:00,A,Cyber Integration,Oracle,Boston,No
1019,Yes,2020-03-01 00:00:00,2020-04-15 00:00:00,F,iDefense- Zaim,Java,Chicago,No
1020,No,2020-12-01 00:00:00,2020-01-15 00:00:00,E,Application Security F/P Analysis,Oracle,Denver,No
1021,No,2020-05-01 00:00:00,2020-05-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Java,NYC,No
1022,Yes,2020-09-01 00:00:00,2020-08-15 00:00:00,H,Cloud Security Enablement Phase 1,Python,DC,Yes
1023,Yes,2020-08-01 00:00:00,2020-12-15 00:00:00,F,Cloud Security Enablement Phase 1,Java,NYC,No
1024,Yes,2020-07-01 00:00:00,2020-08-15 00:00:00,E,Application Security F/P Analysis,Oracle,Boston,No
1025,No,2020-12-01 00:00:00,2020-08-15 00:00:00,E,Journey2Cloud,Oracle,DC,No
1026,No,2020-09-01 00:00:00,2020-04-15 00:00:00,C,AT&T Application Scanning,Cloud,Chicago,No
1027,No,2020-06-01 00:00:00,2020-02-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Oracle,NYC,No
1028,Yes,2020-11-01 00:00:00,2020-08-15 00:00:00,E,Cloud Security Enablement Phase 1,Java,NYC,No
1029,Yes,2020-01-01 00:00:00,2020-06-15 00:00:00,F,AT&T Application Scanning,Python,Chicago,Yes
1030,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,C,AT&T Application Scanning,Cloud,DC,Yes
1031,Yes,2020-01-01 00:00:00,2020-04-15 00:00:00,A,AT&T Application Scanning,Oracle,Denver,Yes
1032,Yes,2020-12-01 00:00:00,2020-03-15 00:00:00,C,Application Security F/P Analysis,Java,DC,No
1033,Yes,2020-06-01 00:00:00,2020-09-15 00:00:00,G,Cloud Security Enablement Phase 1,Java,Chicago,No
1034,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,C,AT&T Application Scanning,Oracle,DC,Yes
1035,Yes,2020-12-01 00:00:00,2020-04-15 00:00:00,E,Avande,Oracle,Denver,Yes
1036,No,2020-05-01 00:00:00,2020-05-15 00:00:00,B,Journey2Cloud,Oracle,Denver,No
1037,Yes,2020-02-01 00:00:00,2020-11-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Cloud,Chicago,No
1038,No,2020-09-01 00:00:00,2020-11-15 00:00:00,F,AT&T Application Scanning,Oracle,Denver,Yes
1039,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,G,Cloud Security Enablement Phase 1,ML,Boston,No
1040,No,2020-06-01 00:00:00,2020-09-15 00:00:00,B,Chevron Cloud Security,Cloud,DC,No
1041,No,2020-10-01 00:00:00,2020-09-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Cloud,Chicago,No
1042,No,2020-07-01 00:00:00,2020-06-15 00:00:00,G,Cloud Security Enablement Phase 1,ML,NYC,No
1043,No,2020-04-01 00:00:00,2020-06-15 00:00:00,A,Application Security F/P Analysis,ML,Chicago,Yes
1044,No,2020-06-01 00:00:00,2020-01-15 00:00:00,B,Cloud Security Enablement Phase 1,Cloud,Chicago,No
1045,Yes,2020-01-01 00:00:00,2020-07-15 00:00:00,G,Journey2Cloud,Oracle,NYC,Yes
1046,No,2020-11-01 00:00:00,2020-05-15 00:00:00,B,Journey2Cloud,ML,Denver,Yes
1047,Yes,2020-02-01 00:00:00,2020-05-15 00:00:00,D,Journey2Cloud,Cloud,Denver,Yes
1048,No,2020-04-01 00:00:00,2020-12-15 00:00:00,C,iDefense- Zaim,ML,DC,No
1049,Yes,2020-01-01 00:00:00,2020-04-15 00:00:00,H,AT&T Application Scanning,Python,Boston,Yes
1050,No,2020-12-01 00:00:00,2020-04-15 00:00:00,F,Cyber Integration,Oracle,NYC,No
1051,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,E,Chevron Cloud Security,Python,NYC,Yes
1052,Yes,2020-06-01 00:00:00,2020-08-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Oracle,NYC,Yes
1053,No,2020-07-01 00:00:00,2020-12-15 00:00:00,G,iDefense- Odin,Cloud,Denver,Yes
1054,No,2020-10-01 00:00:00,2020-06-15 00:00:00,E,Journey2Cloud,Java,Boston,No
1055,No,2020-09-01 00:00:00,2020-08-15 00:00:00,E,AT&T Application Scanning,Java,Boston,Yes
1056,Yes,2020-03-01 00:00:00,2020-12-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Java,DC,No
1057,No,2020-12-01 00:00:00,2020-03-15 00:00:00,B,Journey2Cloud,Cloud,Denver,Yes
1058,No,2020-10-01 00:00:00,2020-01-15 00:00:00,C,Application Security F/P Analysis,Cloud,DC,No
1059,Yes,2020-12-01 00:00:00,2020-07-15 00:00:00,C,iDefense- Odin,Java,Boston,Yes
1060,No,2020-03-01 00:00:00,2020-05-15 00:00:00,F,AT&T Application Scanning,Python,DC,Yes
1061,Yes,2020-02-01 00:00:00,2020-10-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Oracle,Boston,Yes
1062,Yes,2020-03-01 00:00:00,2020-04-15 00:00:00,C,Application Security F/P Analysis,Java,NYC,Yes
1063,No,2020-10-01 00:00:00,2020-06-15 00:00:00,B,Avande,ML,Boston,Yes
1064,No,2020-07-01 00:00:00,2020-08-15 00:00:00,F,Cloud Security Enablement Phase 1,Cloud,Boston,Yes
1065,No,2020-04-01 00:00:00,2020-07-15 00:00:00,E,iDefense- Odin,Cloud,Boston,No
1066,Yes,2020-04-01 00:00:00,2020-10-15 00:00:00,F,iDefense- Zaim,ML,Denver,No
1067,Yes,2020-05-01 00:00:00,2020-01-15 00:00:00,D,Cloud Security Enablement Phase 1,Oracle,Denver,Yes
1068,Yes,2020-04-01 00:00:00,2020-07-15 00:00:00,H,iDefense- Odin,Java,Chicago,Yes
1069,Yes,2020-12-01 00:00:00,2020-08-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),ML,Chicago,Yes
1070,Yes,2020-03-01 00:00:00,2020-10-15 00:00:00,A,Application Security F/P Analysis,Cloud,Chicago,Yes
1071,No,2020-05-01 00:00:00,2020-09-15 00:00:00,A,Journey2Cloud,ML,Boston,Yes
1072,Yes,2020-10-01 00:00:00,2020-05-15 00:00:00,A,iDefense- Zaim,Oracle,NYC,Yes
1073,Yes,2020-03-01 00:00:00,2020-05-15 00:00:00,E,Cyber Integration,Python,Chicago,Yes
1074,No,2020-09-01 00:00:00,2020-05-15 00:00:00,A,Chevron Cloud Security,ML,Boston,Yes
1075,Yes,2020-05-01 00:00:00,2020-10-15 00:00:00,C,Cloud Security Enablement Phase 1,Oracle,NYC,No
1076,No,2020-10-01 00:00:00,2020-10-15 00:00:00,C,Application Security F/P Analysis,Java,DC,Yes
1077,No,2020-08-01 00:00:00,2020-04-15 00:00:00,F,Journey2Cloud,Cloud,DC,Yes
1078,No,2020-08-01 00:00:00,2020-08-15 00:00:00,D,Journey2Cloud,Java,Denver,Yes
1079,No,2020-09-01 00:00:00,2020-11-15 00:00:00,F,iDefense- Odin,Cloud,NYC,Yes
1080,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,G,AT&T Application Scanning,Oracle,Chicago,Yes
1081,Yes,2020-07-01 00:00:00,2020-07-15 00:00:00,D,Cyber Integration,Oracle,Boston,Yes
1082,Yes,2020-08-01 00:00:00,2020-03-15 00:00:00,B,Journey2Cloud,ML,Boston,No
1083,No,2020-06-01 00:00:00,2020-03-15 00:00:00,F,Cyber Integration,Java,NYC,Yes
1084,Yes,2020-02-01 00:00:00,2020-09-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Oracle,Boston,Yes
1085,No,2020-09-01 00:00:00,2020-12-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),ML,Denver,No
1086,Yes,2020-12-01 00:00:00,2020-09-15 00:00:00,G,Cloud Security Enablement Phase 1,Cloud,NYC,Yes
1087,No,2020-06-01 00:00:00,2020-11-15 00:00:00,H,iDefense- Odin,Java,NYC,No
1088,Yes,2020-04-01 00:00:00,2020-05-15 00:00:00,C,Chevron Cloud Security,Python,DC,Yes
1089,Yes,2020-11-01 00:00:00,2020-07-15 00:00:00,C,Avande,Oracle,NYC,Yes
1090,Yes,2020-01-01 00:00:00,2020-08-15 00:00:00,C,Chevron Cloud Security,Java,Chicago,No
1091,No,2020-02-01 00:00:00,2020-02-15 00:00:00,F,Cyber Integration,Oracle,DC,No
1092,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,C,Journey2Cloud,Oracle,Boston,Yes
1093,Yes,2020-03-01 00:00:00,2020-06-15 00:00:00,A,Application Security F/P Analysis,Python,Chicago,No
1094,No,2020-02-01 00:00:00,2020-02-15 00:00:00,H,Cloud Security Enablement Phase 1,ML,Chicago,No
1095,Yes,2020-04-01 00:00:00,2020-02-15 00:00:00,F,Application Security F/P Analysis,Oracle,DC,No
1096,No,2020-05-01 00:00:00,2020-12-15 00:00:00,A,Avande,Oracle,NYC,No
1097,Yes,2020-04-01 00:00:00,2020-09-15 00:00:00,A,Chevron Cloud Security,ML,Chicago,Yes
1098,Yes,2020-11-01 00:00:00,2020-03-15 00:00:00,H,Chevron Cloud Security,Oracle,Boston,Yes
1099,Yes,2020-05-01 00:00:00,2020-01-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Java,Chicago,No
1100,No,2020-12-01 00:00:00,2020-09-15 00:00:00,E,iDefense- Zaim,Cloud,NYC,Yes
1101,Yes,2020-10-01 00:00:00,2020-06-15 00:00:00,D,Cloud Security Enablement Phase 1,ML,Chicago,Yes
1102,Yes,2020-02-01 00:00:00,2020-09-15 00:00:00,C,Avande,Java,DC,No
1103,No,2020-08-01 00:00:00,2020-06-15 00:00:00,E,Cloud Security Enablement Phase 1,ML,NYC,No
1104,Yes,2020-04-01 00:00:00,2020-10-15 00:00:00,C,AT&T Application Scanning,Python,Boston,No
1105,Yes,2020-02-01 00:00:00,2020-04-15 00:00:00,B,Chevron Cloud Security,Cloud,NYC,No
1106,No,2020-08-01 00:00:00,2020-05-15 00:00:00,C,Chevron Cloud Security,Python,Chicago,No
1107,Yes,2020-12-01 00:00:00,2020-04-15 00:00:00,C,iDefense- Odin,ML,Chicago,No
1108,Yes,2020-06-01 00:00:00,2020-02-15 00:00:00,C,Chevron Cloud Security,Python,Boston,No
1109,No,2020-08-01 00:00:00,2020-06-15 00:00:00,G,Avande,Oracle,Boston,Yes
1110,Yes,2020-08-01 00:00:00,2020-05-15 00:00:00,A,Avande,ML,Chicago,Yes
1111,Yes,2020-12-01 00:00:00,2020-05-15 00:00:00,B,Cyber Integration,Java,Chicago,Yes
1112,Yes,2020-05-01 00:00:00,2020-05-15 00:00:00,E,Cloud Security Enablement Phase 1,Python,Denver,Yes
1113,No,2020-03-01 00:00:00,2020-10-15 00:00:00,E,iDefense- Odin,Oracle,Denver,No
1114,No,2020-04-01 00:00:00,2020-09-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Python,Chicago,No
1115,No,2020-04-01 00:00:00,2020-06-15 00:00:00,F,Application Security F/P Analysis,Java,Denver,No
1116,Yes,2020-01-01 00:00:00,2020-04-15 00:00:00,H,Chevron Cloud Security,Python,NYC,Yes
1117,Yes,2020-04-01 00:00:00,2020-08-15 00:00:00,D,Cyber Integration,Python,Denver,No
1118,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Python,Denver,No
1119,No,2020-10-01 00:00:00,2020-09-15 00:00:00,B,Application Security F/P Analysis,Java,DC,Yes
1120,No,2020-08-01 00:00:00,2020-06-15 00:00:00,D,Cyber Integration,Java,Denver,No
1121,Yes,2020-02-01 00:00:00,2020-11-15 00:00:00,D,AT&T Application Scanning,Cloud,Boston,No
1122,No,2020-07-01 00:00:00,2020-01-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Cloud,Chicago,Yes
1123,Yes,2020-12-01 00:00:00,2020-08-15 00:00:00,E,Chevron Cloud Security,Oracle,Denver,No
1124,Yes,2020-08-01 00:00:00,2020-01-15 00:00:00,E,Cloud Security Enablement Phase 1,Python,Denver,Yes
1125,No,2020-01-01 00:00:00,2020-05-15 00:00:00,G,Avande,ML,Denver,No
1126,No,2020-08-01 00:00:00,2020-11-15 00:00:00,G,Application Security F/P Analysis,Python,DC,No
1127,No,2020-02-01 00:00:00,2020-07-15 00:00:00,B,Journey2Cloud,Java,DC,Yes
1128,No,2020-08-01 00:00:00,2020-08-15 00:00:00,E,AT&T Application Scanning,ML,NYC,No
1129,No,2020-08-01 00:00:00,2020-11-15 00:00:00,C,Cyber Integration,ML,Denver,Yes
1130,Yes,2020-06-01 00:00:00,2020-08-15 00:00:00,B,iDefense- Zaim,Cloud,DC,Yes
1131,Yes,2020-10-01 00:00:00,2020-09-15 00:00:00,E,Avande,Oracle,Denver,No
1132,Yes,2020-04-01 00:00:00,2020-04-15 00:00:00,D,Journey2Cloud,Oracle,Boston,No
1133,Yes,2020-07-01 00:00:00,2020-03-15 00:00:00,A,iDefense- Zaim,Java,NYC,No
1134,Yes,2020-08-01 00:00:00,2020-05-15 00:00:00,F,Cyber Integration,Cloud,DC,No
1135,Yes,2020-01-01 00:00:00,2020-10-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Oracle,Chicago,Yes
1136,No,2020-07-01 00:00:00,2020-12-15 00:00:00,D,Journey2Cloud,Oracle,DC,No
1137,No,2020-10-01 00:00:00,2020-02-15 00:00:00,D,Application Security F/P Analysis,Python,Boston,Yes
1138,Yes,2020-05-01 00:00:00,2020-04-15 00:00:00,C,Journey2Cloud,Python,DC,Yes
1139,Yes,2020-09-01 00:00:00,2020-01-15 00:00:00,B,Chevron Cloud Security,Cloud,DC,Yes
1140,Yes,2020-03-01 00:00:00,2020-04-15 00:00:00,E,Cloud Security Enablement Phase 1,ML,NYC,Yes
1141,Yes,2020-05-01 00:00:00,2020-07-15 00:00:00,F,Application Security F/P Analysis,Cloud,Chicago,Yes
1142,No,2020-12-01 00:00:00,2020-06-15 00:00:00,F,iDefense- Odin,ML,Chicago,No
1143,No,2020-04-01 00:00:00,2020-02-15 00:00:00,F,Chevron Cloud Security,ML,Denver,Yes
1144,Yes,2020-08-01 00:00:00,2020-08-15 00:00:00,H,AT&T Application Scanning,Cloud,Denver,No
1145,Yes,2020-04-01 00:00:00,2020-01-15 00:00:00,B,Cyber Integration,Java,NYC,No
1146,Yes,2020-04-01 00:00:00,2020-08-15 00:00:00,F,Cloud Security Enablement Phase 1,Cloud,Denver,No
1147,No,2020-07-01 00:00:00,2020-07-15 00:00:00,F,iDefense- Odin,ML,Denver,Yes
1148,Yes,2020-01-01 00:00:00,2020-09-15 00:00:00,A,Chevron Cloud Security,ML,Denver,Yes
1149,No,2020-09-01 00:00:00,2020-03-15 00:00:00,G,Journey2Cloud,Cloud,DC,No
1150,Yes,2020-06-01 00:00:00,2020-04-15 00:00:00,H,Cyber Integration,Cloud,DC,No
1151,No,2020-08-01 00:00:00,2020-09-15 00:00:00,D,Avande,Python,Denver,No
1152,Yes,2020-01-01 00:00:00,2020-02-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Oracle,DC,No
1153,No,2020-09-01 00:00:00,2020-03-15 00:00:00,B,Cyber Integration,Cloud,Chicago,Yes
1154,Yes,2020-02-01 00:00:00,2020-07-15 00:00:00,B,Application Security F/P Analysis,Java,DC,Yes
1155,Yes,2020-05-01 00:00:00,2020-11-15 00:00:00,C,iDefense- Odin,ML,DC,No
1156,Yes,2020-01-01 00:00:00,2020-12-15 00:00:00,C,Journey2Cloud,Python,DC,Yes
1157,No,2020-02-01 00:00:00,2020-01-15 00:00:00,D,iDefense- Zaim,ML,Denver,No
1158,No,2020-03-01 00:00:00,2020-05-15 00:00:00,A,Chevron Cloud Security,Java,Boston,Yes
1159,Yes,2020-03-01 00:00:00,2020-11-15 00:00:00,H,iDefense- Odin,ML,NYC,Yes
1160,No,2020-03-01 00:00:00,2020-10-15 00:00:00,D,iDefense- Zaim,Python,Chicago,No
1161,No,2020-02-01 00:00:00,2020-03-15 00:00:00,A,Cloud Security Enablement Phase 1,Java,Boston,No
1162,No,2020-10-01 00:00:00,2020-08-15 00:00:00,E,Avande,Oracle,Denver,No
1163,No,2020-02-01 00:00:00,2020-03-15 00:00:00,F,Chevron Cloud Security,Java,Chicago,Yes
1164,Yes,2020-11-01 00:00:00,2020-08-15 00:00:00,C,AT&T Application Scanning,Java,DC,No
1165,Yes,2020-06-01 00:00:00,2020-09-15 00:00:00,D,Cyber Integration,Oracle,Boston,Yes
1166,Yes,2020-11-01 00:00:00,2020-10-15 00:00:00,C,AT&T Application Scanning,Oracle,NYC,Yes
1167,Yes,2020-01-01 00:00:00,2020-09-15 00:00:00,G,AT&T Application Scanning,Oracle,DC,Yes
1168,Yes,2020-12-01 00:00:00,2020-09-15 00:00:00,E,Cloud Security Enablement Phase 1,Oracle,DC,Yes
1169,No,2020-02-01 00:00:00,2020-04-15 00:00:00,D,Application Security F/P Analysis,Python,DC,No
1170,Yes,2020-03-01 00:00:00,2020-08-15 00:00:00,B,AT&T Application Scanning,Python,Boston,No
1171,Yes,2020-04-01 00:00:00,2020-02-15 00:00:00,C,AT&T Application Scanning,Java,Boston,No
1172,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,D,iDefense- Odin,Python,Denver,No
1173,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Cloud,Denver,No
1174,No,2020-07-01 00:00:00,2020-06-15 00:00:00,F,Cyber Integration,Oracle,NYC,No
1175,No,2020-10-01 00:00:00,2020-05-15 00:00:00,H,Chevron Cloud Security,ML,Denver,Yes
1176,No,2020-07-01 00:00:00,2020-03-15 00:00:00,D,Application Security F/P Analysis,Java,Boston,Yes
1177,No,2020-06-01 00:00:00,2020-02-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Python,DC,No
1178,Yes,2020-05-01 00:00:00,2020-03-15 00:00:00,F,Cyber Integration,Python,DC,No
1179,No,2020-04-01 00:00:00,2020-01-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Java,Denver,Yes
1180,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,D,iDefense- Zaim,Java,Denver,No
1181,No,2020-06-01 00:00:00,2020-10-15 00:00:00,C,Cyber Integration,ML,Boston,Yes
1182,Yes,2020-11-01 00:00:00,2020-05-15 00:00:00,B,Cloud Security Enablement Phase 1,Cloud,Chicago,No
1183,No,2020-07-01 00:00:00,2020-06-15 00:00:00,B,Avande,Python,DC,No
1184,Yes,2020-04-01 00:00:00,2020-12-15 00:00:00,D,Cyber Integration,Java,Boston,No
1185,Yes,2020-12-01 00:00:00,2020-10-15 00:00:00,G,AT&T Application Scanning,ML,NYC,No
1186,No,2020-08-01 00:00:00,2020-06-15 00:00:00,C,Avande,Oracle,NYC,No
1187,Yes,2020-12-01 00:00:00,2020-09-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Java,Boston,Yes
1188,No,2020-02-01 00:00:00,2020-01-15 00:00:00,F,Journey2Cloud,Oracle,Boston,No
1189,No,2020-12-01 00:00:00,2020-07-15 00:00:00,A,Cyber Integration,Oracle,Boston,No
1190,Yes,2020-06-01 00:00:00,2020-04-15 00:00:00,D,Chevron Cloud Security,Oracle,DC,Yes
1191,No,2020-08-01 00:00:00,2020-01-15 00:00:00,G,Cyber Integration,Cloud,Chicago,Yes
1192,No,2020-01-01 00:00:00,2020-08-15 00:00:00,D,Cloud Security Enablement Phase 1,ML,NYC,Yes
1193,Yes,2020-06-01 00:00:00,2020-05-15 00:00:00,A,iDefense- Odin,Oracle,Chicago,No
1194,No,2020-05-01 00:00:00,2020-04-15 00:00:00,G,Cloud Security Enablement Phase 1,Cloud,Boston,No
1195,Yes,2020-09-01 00:00:00,2020-12-15 00:00:00,B,Chevron Cloud Security,Oracle,Denver,No
1196,Yes,2020-05-01 00:00:00,2020-12-15 00:00:00,B,Application Security F/P Analysis,Java,NYC,No
1197,Yes,2020-10-01 00:00:00,2020-06-15 00:00:00,B,Cyber Integration,Oracle,Boston,Yes
1198,Yes,2020-05-01 00:00:00,2020-03-15 00:00:00,D,iDefense- Odin,Cloud,Boston,No
1199,Yes,2020-02-01 00:00:00,2020-07-15 00:00:00,F,Application Security F/P Analysis,Java,Boston,No
1200,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,A,iDefense- Zaim,Java,Chicago,Yes
1201,No,2020-09-01 00:00:00,2020-10-15 00:00:00,H,Avande,Cloud,Chicago,Yes
1202,No,2020-07-01 00:00:00,2020-07-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Python,Boston,Yes
1203,Yes,2020-12-01 00:00:00,2020-09-15 00:00:00,C,iDefense- Zaim,Cloud,Chicago,Yes
1204,Yes,2020-07-01 00:00:00,2020-09-15 00:00:00,G,AT&T Application Scanning,Oracle,Chicago,No
1205,Yes,2020-01-01 00:00:00,2020-01-15 00:00:00,F,Cyber Integration,Java,Boston,No
1206,Yes,2020-10-01 00:00:00,2020-05-15 00:00:00,E,Chevron Cloud Security,Cloud,NYC,No
1207,No,2020-07-01 00:00:00,2020-05-15 00:00:00,C,iDefense- Zaim,Oracle,Denver,No
1208,Yes,2020-07-01 00:00:00,2020-09-15 00:00:00,D,Journey2Cloud,Oracle,NYC,No
1209,Yes,2020-03-01 00:00:00,2020-08-15 00:00:00,B,Cloud Security Enablement Phase 1,Oracle,Boston,Yes
1210,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,A,iDefense- Odin,Java,DC,No
1211,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,F,Chevron Cloud Security,Java,Chicago,Yes
1212,Yes,2020-11-01 00:00:00,2020-08-15 00:00:00,H,Cyber Integration,Java,NYC,Yes
1213,Yes,2020-07-01 00:00:00,2020-10-15 00:00:00,H,Chevron Cloud Security,ML,NYC,No
1214,Yes,2020-10-01 00:00:00,2020-09-15 00:00:00,H,Chevron Cloud Security,ML,NYC,No
