UID,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement,Level
849,2020-08-01 00:00:00,2020-12-15 00:00:00,F,Human Resources Project,Workday/Oral communication/,NYC,Yes,3-4
850,2020-03-01 00:00:00,2020-06-15 00:00:00,E,IT Operations Project,PowerPoint/PowerPoint/Python/,NYC,Yes,3-4
851,2020-08-01 00:00:00,2020-10-15 00:00:00,F,Security Project,Oracle/,Boston,Yes,9-10
852,2020-03-01 00:00:00,2020-11-15 00:00:00,F,Legal Project,Excel/,NYC,No,8-9
853,2020-10-01 00:00:00,2020-11-15 00:00:00,F,Account Leadership Project,Oral communication/,Boston,No,7-8
854,2020-11-01 00:00:00,2020-12-15 00:00:00,F,Account Leadership Project,Oral communication/Excel/,DC,Yes,7-8
855,2020-10-01 00:00:00,2020-12-15 00:00:00,F,Business Project,Salesforce/Salesforce/Excel/,Chicago,Yes,6-7
856,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Human Resources Project,Excel/,DC,Yes,9-10
857,2020-01-01 00:00:00,2020-01-15 00:00:00,F,Design Project,Excel/React.js/PhotoShop/,Denver,No,3-4
858,2020-09-01 00:00:00,2020-12-15 00:00:00,D,Finance Project,Excel/SAP/Excel/,NYC,No,1-2
859,2020-05-01 00:00:00,2020-07-15 00:00:00,D,IT Operations Project,Cloud/ML/Cloud/,Denver,Yes,7-8
860,2020-09-01 00:00:00,2020-11-15 00:00:00,G,Finance Project,QuickBooks/,Denver,Yes,5-6
861,2020-09-01 00:00:00,2020-09-15 00:00:00,E,Finance Project,PowerPoint/QuickBooks/Excel/,Boston,Yes,4-5
862,2020-01-01 00:00:00,2020-07-15 00:00:00,G,Business Project,PowerPoint/,Boston,No,7-8
863,2020-01-01 00:00:00,2020-07-15 00:00:00,A,Legal Project,PowerPoint/Excel/,DC,Yes,4-5
864,2020-09-01 00:00:00,2020-09-15 00:00:00,E,Human Resources Project,Oral communication/,Boston,Yes,5-6
865,2020-05-01 00:00:00,2020-06-15 00:00:00,C,Legal Project,Excel/PowerPoint/Oral communication/,DC,No,1-2
866,2020-03-01 00:00:00,2020-06-15 00:00:00,C,Finance Project,QuickBooks/PowerPoint/,NYC,Yes,5-6
867,2020-09-01 00:00:00,2020-11-15 00:00:00,H,Business Project,PowerPoint/Salesforce/PowerPoint/,Boston,Yes,9-10
868,2020-08-01 00:00:00,2020-11-15 00:00:00,B,Engineering Project,Excel/,Denver,No,1-2
869,2020-06-01 00:00:00,2020-08-15 00:00:00,B,Strategy Project,PowerPoint/Critical thinking/,Denver,Yes,9-10
870,2020-02-01 00:00:00,2020-04-15 00:00:00,G,Finance Project,PowerPoint/,NYC,No,8-9
871,2020-08-01 00:00:00,2020-09-15 00:00:00,C,Design Project,React.js/PhotoShop/PhotoShop/,Boston,Yes,10-11
872,2020-11-01 00:00:00,2020-12-15 00:00:00,A,Design Project,PhotoShop/,NYC,No,4-5
873,2020-12-01 00:00:00,2020-12-15 00:00:00,E,IT Operations Project,ML/,NYC,Yes,10-11
874,2020-05-01 00:00:00,2020-11-15 00:00:00,B,IT Operations Project,Excel/ML/Oracle/,Boston,Yes,3-4
875,2020-08-01 00:00:00,2020-08-15 00:00:00,C,Business Project,Excel/,NYC,No,1-2
876,2020-06-01 00:00:00,2020-11-15 00:00:00,C,Strategy Project,PowerPoint/,Chicago,Yes,1-2
877,2020-01-01 00:00:00,2020-08-15 00:00:00,D,Human Resources Project,PowerPoint/Excel/Oral communication/,NYC,Yes,4-5
878,2020-01-01 00:00:00,2020-11-15 00:00:00,B,Finance Project,Excel/,Boston,No,6-7
879,2020-05-01 00:00:00,2020-08-15 00:00:00,C,Legal Project,Bar/Bar/,Chicago,Yes,8-9
880,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Design Project,Adobe/PhotoShop/Adobe/,NYC,Yes,2-3
881,2020-02-01 00:00:00,2020-11-15 00:00:00,H,Business Project,Salesforce/Salesforce/PowerPoint/,NYC,No,4-5
882,2020-06-01 00:00:00,2020-10-15 00:00:00,G,Business Project,Excel/PowerPoint/,Boston,Yes,3-4
883,2020-05-01 00:00:00,2020-10-15 00:00:00,E,Business Project,Excel/Excel/,Denver,Yes,10-11
884,2020-04-01 00:00:00,2020-07-15 00:00:00,D,Business Project,PowerPoint/,Denver,Yes,4-5
885,2020-08-01 00:00:00,2020-10-15 00:00:00,A,Engineering Project,Python/,Boston,Yes,5-6
886,2020-01-01 00:00:00,2020-01-15 00:00:00,C,Security Project,PowerPoint/Excel/,Boston,No,1-2
887,2020-08-01 00:00:00,2020-10-15 00:00:00,G,Strategy Project,Excel/Excel/Excel/,DC,No,2-3
888,2020-08-01 00:00:00,2020-10-15 00:00:00,G,Business Project,Salesforce/Salesforce/Salesforce/,Chicago,No,1-2
889,2020-02-01 00:00:00,2020-03-15 00:00:00,G,Strategy Project,PowerPoint/,DC,No,8-9
890,2020-05-01 00:00:00,2020-08-15 00:00:00,H,Account Leadership Project,Cloud/Leadership/ML/,Denver,No,1-2
891,2020-10-01 00:00:00,2020-12-15 00:00:00,E,Business Project,Excel/,Chicago,No,8-9
892,2020-01-01 00:00:00,2020-06-15 00:00:00,E,Legal Project,Excel/Oral communication/Oral communication/,Boston,No,9-10
893,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Design Project,PowerPoint/,Chicago,Yes,9-10
894,2020-02-01 00:00:00,2020-05-15 00:00:00,G,Engineering Project,Python/MATLAB/MATLAB/,Denver,Yes,1-2
895,2020-01-01 00:00:00,2020-05-15 00:00:00,B,IT Operations Project,Oracle/,Boston,No,3-4
896,2020-06-01 00:00:00,2020-06-15 00:00:00,A,Account Leadership Project,PowerPoint/,Denver,No,10-11
897,2020-09-01 00:00:00,2020-10-15 00:00:00,G,Strategy Project,Excel/Excel/Excel/,Chicago,Yes,10-11
898,2020-04-01 00:00:00,2020-09-15 00:00:00,C,IT Operations Project,ML/Cloud/Java/,DC,No,1-2
899,2020-01-01 00:00:00,2020-03-15 00:00:00,C,Legal Project,Excel/Oral communication/,Denver,Yes,9-10
900,2020-11-01 00:00:00,2020-12-15 00:00:00,E,Account Leadership Project,Oral communication/,DC,Yes,4-5
901,2020-04-01 00:00:00,2020-04-15 00:00:00,G,Account Leadership Project,Excel/Cloud/,Denver,Yes,1-2
902,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Business Project,Salesforce/PowerPoint/Salesforce/,NYC,No,9-10
903,2020-02-01 00:00:00,2020-07-15 00:00:00,B,Human Resources Project,Oral communication/Oral communication/Excel/,Denver,Yes,6-7
904,2020-06-01 00:00:00,2020-12-15 00:00:00,H,Security Project,Java/,Denver,No,5-6
905,2020-02-01 00:00:00,2020-08-15 00:00:00,D,Finance Project,Excel/,Boston,Yes,9-10
906,2020-11-01 00:00:00,2020-12-15 00:00:00,H,Legal Project,Bar/Oral communication/,Chicago,No,10-11
907,2020-02-01 00:00:00,2020-12-15 00:00:00,C,Finance Project,QuickBooks/Excel/,DC,No,1-2
908,2020-04-01 00:00:00,2020-09-15 00:00:00,C,Business Project,Excel/,Chicago,Yes,8-9
909,2020-03-01 00:00:00,2020-03-15 00:00:00,D,Security Project,Excel/Python/,Chicago,No,9-10
910,2020-09-01 00:00:00,2020-12-15 00:00:00,F,IT Operations Project,Oracle/,NYC,No,3-4
911,2020-11-01 00:00:00,2020-12-15 00:00:00,B,IT Operations Project,PowerPoint/Oracle/,Boston,No,9-10
912,2020-08-01 00:00:00,2020-11-15 00:00:00,A,IT Operations Project,Java/,Denver,Yes,6-7
913,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Engineering Project,MATLAB/Java/,Boston,Yes,10-11
914,2020-09-01 00:00:00,2020-12-15 00:00:00,D,IT Operations Project,ML/ML/PowerPoint/,DC,Yes,7-8
915,2020-09-01 00:00:00,2020-09-15 00:00:00,A,Strategy Project,Excel/,Denver,Yes,4-5
916,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Finance Project,PowerPoint/,Chicago,Yes,10-11
917,2020-04-01 00:00:00,2020-06-15 00:00:00,B,Finance Project,Excel/QuickBooks/SAP/,Boston,No,4-5
918,2020-01-01 00:00:00,2020-07-15 00:00:00,F,Business Project,Excel/,Denver,Yes,7-8
919,2020-01-01 00:00:00,2020-04-15 00:00:00,A,Account Leadership Project,Cloud/Cloud/Oral communication/,NYC,Yes,5-6
920,2020-05-01 00:00:00,2020-07-15 00:00:00,G,Strategy Project,Excel/,DC,No,1-2
921,2020-07-01 00:00:00,2020-08-15 00:00:00,C,Human Resources Project,PowerPoint/,Denver,Yes,2-3
922,2020-02-01 00:00:00,2020-09-15 00:00:00,A,Design Project,PhotoShop/PowerPoint/PowerPoint/,Boston,No,4-5
923,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Human Resources Project,Workday/,Boston,Yes,4-5
924,2020-07-01 00:00:00,2020-09-15 00:00:00,B,IT Operations Project,ML/Python/,Denver,No,9-10
925,2020-03-01 00:00:00,2020-03-15 00:00:00,A,Finance Project,Excel/,Chicago,No,3-4
926,2020-04-01 00:00:00,2020-07-15 00:00:00,B,Strategy Project,Critical thinking/Excel/Critical thinking/,Denver,Yes,6-7
927,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Human Resources Project,Excel/,Chicago,No,7-8
928,2020-05-01 00:00:00,2020-08-15 00:00:00,E,Strategy Project,Excel/PowerPoint/PowerPoint/,Boston,Yes,5-6
929,2020-10-01 00:00:00,2020-11-15 00:00:00,B,Human Resources Project,Excel/PowerPoint/,DC,No,3-4
930,2020-05-01 00:00:00,2020-11-15 00:00:00,D,Finance Project,QuickBooks/SAP/,Chicago,Yes,3-4
931,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Engineering Project,Java/Java/,Boston,No,3-4
932,2020-04-01 00:00:00,2020-05-15 00:00:00,E,IT Operations Project,Oracle/Oracle/,DC,No,4-5
933,2020-07-01 00:00:00,2020-12-15 00:00:00,H,Legal Project,Bar/PowerPoint/Excel/,DC,Yes,4-5
934,2020-01-01 00:00:00,2020-10-15 00:00:00,F,Security Project,ML/Cloud/,Chicago,No,4-5
935,2020-07-01 00:00:00,2020-10-15 00:00:00,B,Engineering Project,Python/PowerPoint/,Chicago,Yes,1-2
936,2020-08-01 00:00:00,2020-12-15 00:00:00,H,Security Project,Java/Excel/,NYC,Yes,10-11
937,2020-03-01 00:00:00,2020-09-15 00:00:00,D,Engineering Project,MATLAB/Python/,Denver,No,10-11
938,2020-04-01 00:00:00,2020-07-15 00:00:00,B,Business Project,PowerPoint/Excel/,Boston,Yes,6-7
939,2020-04-01 00:00:00,2020-08-15 00:00:00,H,Security Project,Java/,Chicago,Yes,5-6
940,2020-03-01 00:00:00,2020-06-15 00:00:00,H,Human Resources Project,Workday/Oral communication/,Chicago,No,6-7
941,2020-09-01 00:00:00,2020-10-15 00:00:00,E,Engineering Project,Excel/,Chicago,No,1-2
942,2020-09-01 00:00:00,2020-09-15 00:00:00,D,Strategy Project,PowerPoint/Excel/PowerPoint/,Denver,Yes,3-4
943,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Business Project,Excel/Excel/Salesforce/,Denver,No,9-10
944,2020-07-01 00:00:00,2020-08-15 00:00:00,H,Engineering Project,Excel/,Boston,Yes,4-5
945,2020-08-01 00:00:00,2020-09-15 00:00:00,A,Security Project,Oracle/Excel/Java/,Boston,Yes,6-7
946,2020-08-01 00:00:00,2020-10-15 00:00:00,A,Legal Project,Bar/PowerPoint/PowerPoint/,Denver,Yes,4-5
947,2020-06-01 00:00:00,2020-12-15 00:00:00,G,Finance Project,SAP/,NYC,Yes,1-2
948,2020-01-01 00:00:00,2020-03-15 00:00:00,E,Strategy Project,Excel/Excel/PowerPoint/,Boston,No,8-9
949,2020-05-01 00:00:00,2020-05-15 00:00:00,B,Human Resources Project,Workday/PowerPoint/Excel/,Chicago,No,6-7
950,2020-03-01 00:00:00,2020-12-15 00:00:00,E,IT Operations Project,Java/,Denver,No,1-2
951,2020-07-01 00:00:00,2020-07-15 00:00:00,H,Business Project,PowerPoint/PowerPoint/PowerPoint/,Denver,No,4-5
952,2020-09-01 00:00:00,2020-10-15 00:00:00,B,Finance Project,SAP/QuickBooks/,NYC,Yes,3-4
953,2020-07-01 00:00:00,2020-10-15 00:00:00,H,Human Resources Project,Workday/Excel/,Boston,No,9-10
954,2020-02-01 00:00:00,2020-08-15 00:00:00,A,Security Project,Excel/,Boston,Yes,7-8
955,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Security Project,Oracle/Java/,Chicago,No,5-6
956,2020-06-01 00:00:00,2020-09-15 00:00:00,E,Design Project,Excel/Excel/,NYC,No,6-7
957,2020-03-01 00:00:00,2020-04-15 00:00:00,B,Human Resources Project,Excel/PowerPoint/Workday/,Boston,Yes,1-2
958,2020-04-01 00:00:00,2020-10-15 00:00:00,F,Strategy Project,PowerPoint/PowerPoint/,Denver,Yes,5-6
959,2020-03-01 00:00:00,2020-10-15 00:00:00,G,Human Resources Project,PowerPoint/,NYC,Yes,8-9
960,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Business Project,PowerPoint/,Chicago,No,6-7
961,2020-01-01 00:00:00,2020-08-15 00:00:00,B,IT Operations Project,Oracle/Oracle/,DC,Yes,9-10
962,2020-09-01 00:00:00,2020-12-15 00:00:00,B,Human Resources Project,Excel/Workday/,Boston,No,8-9
963,2020-08-01 00:00:00,2020-09-15 00:00:00,E,Business Project,Salesforce/PowerPoint/Excel/,Chicago,Yes,4-5
964,2020-05-01 00:00:00,2020-05-15 00:00:00,B,Account Leadership Project,Cloud/ML/,Chicago,Yes,4-5
965,2020-09-01 00:00:00,2020-10-15 00:00:00,C,Engineering Project,MATLAB/Java/Java/,Denver,No,2-3
966,2020-05-01 00:00:00,2020-05-15 00:00:00,G,IT Operations Project,Excel/,Denver,Yes,6-7
967,2020-07-01 00:00:00,2020-07-15 00:00:00,C,Human Resources Project,Oral communication/PowerPoint/,Denver,No,4-5
968,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Security Project,Cloud/Python/,Boston,No,2-3
969,2020-10-01 00:00:00,2020-12-15 00:00:00,E,Account Leadership Project,PowerPoint/Leadership/,Chicago,No,8-9
970,2020-11-01 00:00:00,2020-12-15 00:00:00,E,Design Project,PhotoShop/React.js/PhotoShop/,Denver,No,2-3
971,2020-10-01 00:00:00,2020-12-15 00:00:00,E,Engineering Project,Excel/Python/,DC,Yes,6-7
972,2020-05-01 00:00:00,2020-07-15 00:00:00,B,IT Operations Project,Java/,NYC,No,4-5
973,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Account Leadership Project,Excel/,Denver,Yes,6-7
974,2020-08-01 00:00:00,2020-12-15 00:00:00,H,Human Resources Project,Workday/,NYC,Yes,9-10
975,2020-08-01 00:00:00,2020-09-15 00:00:00,H,Account Leadership Project,PowerPoint/,DC,Yes,8-9
976,2020-11-01 00:00:00,2020-11-15 00:00:00,E,Human Resources Project,Excel/,NYC,No,10-11
977,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Legal Project,Bar/Oral communication/Oral communication/,Boston,Yes,8-9
978,2020-07-01 00:00:00,2020-08-15 00:00:00,D,Human Resources Project,Oral communication/Excel/PowerPoint/,Chicago,No,9-10
979,2020-02-01 00:00:00,2020-12-15 00:00:00,E,Business Project,Excel/Excel/,Boston,Yes,5-6
980,2020-08-01 00:00:00,2020-11-15 00:00:00,H,Design Project,PhotoShop/Adobe/,Chicago,No,5-6
981,2020-09-01 00:00:00,2020-12-15 00:00:00,D,Engineering Project,Excel/Excel/,Denver,No,4-5
982,2020-10-01 00:00:00,2020-11-15 00:00:00,F,Strategy Project,Critical thinking/,Boston,Yes,1-2
983,2020-09-01 00:00:00,2020-12-15 00:00:00,E,Finance Project,QuickBooks/PowerPoint/PowerPoint/,Denver,No,7-8
984,2020-02-01 00:00:00,2020-06-15 00:00:00,A,Legal Project,PowerPoint/,DC,Yes,1-2
985,2020-04-01 00:00:00,2020-04-15 00:00:00,D,Business Project,Excel/,Chicago,No,10-11
986,2020-04-01 00:00:00,2020-09-15 00:00:00,G,Engineering Project,PowerPoint/MATLAB/Python/,Boston,Yes,3-4
987,2020-04-01 00:00:00,2020-10-15 00:00:00,F,Human Resources Project,PowerPoint/,Chicago,No,8-9
988,2020-06-01 00:00:00,2020-07-15 00:00:00,E,Human Resources Project,Excel/Excel/,Chicago,No,2-3
989,2020-07-01 00:00:00,2020-09-15 00:00:00,E,Business Project,PowerPoint/PowerPoint/,NYC,Yes,2-3
990,2020-05-01 00:00:00,2020-05-15 00:00:00,G,Finance Project,SAP/QuickBooks/,NYC,Yes,9-10
991,2020-04-01 00:00:00,2020-07-15 00:00:00,G,Design Project,React.js/PhotoShop/,NYC,No,7-8
992,2020-01-01 00:00:00,2020-12-15 00:00:00,A,Design Project,PowerPoint/Adobe/,Chicago,No,2-3
993,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Engineering Project,Excel/Python/Java/,DC,No,10-11
994,2020-04-01 00:00:00,2020-11-15 00:00:00,C,Human Resources Project,Excel/,NYC,Yes,8-9
995,2020-07-01 00:00:00,2020-12-15 00:00:00,E,Engineering Project,Java/PowerPoint/,Chicago,No,8-9
996,2020-04-01 00:00:00,2020-12-15 00:00:00,G,IT Operations Project,Cloud/,Chicago,No,5-6
997,2020-09-01 00:00:00,2020-11-15 00:00:00,B,Security Project,Python/Excel/PowerPoint/,Denver,No,9-10
998,2020-06-01 00:00:00,2020-07-15 00:00:00,F,Human Resources Project,Oral communication/,Chicago,Yes,8-9
999,2020-08-01 00:00:00,2020-12-15 00:00:00,D,Engineering Project,Java/Python/,Denver,Yes,3-4
1000,2020-11-01 00:00:00,2020-12-15 00:00:00,G,Engineering Project,Python/Excel/Excel/,Boston,No,8-9
1001,2020-01-01 00:00:00,2020-05-15 00:00:00,B,Security Project,Python/PowerPoint/,Denver,No,5-6
1002,2020-09-01 00:00:00,2020-12-15 00:00:00,A,Account Leadership Project,Oral communication/,Chicago,Yes,6-7
1003,2020-05-01 00:00:00,2020-12-15 00:00:00,G,Human Resources Project,Workday/Oral communication/,DC,No,8-9
1004,2020-11-01 00:00:00,2020-11-15 00:00:00,A,Human Resources Project,Oral communication/Workday/,DC,No,6-7
1005,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Human Resources Project,Workday/,Denver,No,1-2
1006,2020-03-01 00:00:00,2020-11-15 00:00:00,F,Design Project,Adobe/,DC,No,7-8
1007,2020-09-01 00:00:00,2020-12-15 00:00:00,E,Legal Project,Oral communication/Excel/,Chicago,No,9-10
1008,2020-08-01 00:00:00,2020-12-15 00:00:00,C,Legal Project,Oral communication/Oral communication/PowerPoint/,DC,No,7-8
1009,2020-09-01 00:00:00,2020-10-15 00:00:00,D,Engineering Project,Excel/Python/Python/,Boston,No,6-7
1010,2020-01-01 00:00:00,2020-12-15 00:00:00,H,Account Leadership Project,PowerPoint/Cloud/Leadership/,DC,Yes,3-4
1011,2020-08-01 00:00:00,2020-12-15 00:00:00,G,Security Project,Excel/PowerPoint/Oracle/,NYC,No,9-10
1012,2020-09-01 00:00:00,2020-11-15 00:00:00,A,Legal Project,Bar/Bar/,Chicago,Yes,7-8
1013,2020-06-01 00:00:00,2020-12-15 00:00:00,B,Strategy Project,Excel/PowerPoint/,DC,Yes,10-11
1014,2020-03-01 00:00:00,2020-11-15 00:00:00,B,Design Project,React.js/Adobe/,Boston,No,4-5
1015,2020-01-01 00:00:00,2020-08-15 00:00:00,F,Security Project,ML/Java/Excel/,Chicago,Yes,9-10
1016,2020-04-01 00:00:00,2020-12-15 00:00:00,A,Strategy Project,Critical thinking/,NYC,Yes,9-10
1017,2020-12-01 00:00:00,2020-12-15 00:00:00,G,IT Operations Project,Java/,Chicago,No,1-2
1018,2020-04-01 00:00:00,2020-05-15 00:00:00,F,Engineering Project,Python/,Denver,No,10-11
1019,2020-06-01 00:00:00,2020-11-15 00:00:00,D,Business Project,Excel/,Chicago,No,4-5
1020,2020-03-01 00:00:00,2020-07-15 00:00:00,E,Strategy Project,PowerPoint/Critical thinking/PowerPoint/,Boston,No,9-10
1021,2020-01-01 00:00:00,2020-01-15 00:00:00,D,Security Project,Cloud/Excel/Excel/,Denver,Yes,5-6
1022,2020-11-01 00:00:00,2020-12-15 00:00:00,E,Business Project,PowerPoint/Excel/PowerPoint/,Chicago,Yes,5-6
1023,2020-07-01 00:00:00,2020-07-15 00:00:00,E,Legal Project,Excel/PowerPoint/,Chicago,Yes,6-7
1024,2020-04-01 00:00:00,2020-08-15 00:00:00,E,Engineering Project,MATLAB/,NYC,Yes,1-2
1025,2020-05-01 00:00:00,2020-11-15 00:00:00,B,Human Resources Project,Excel/,Boston,Yes,5-6
1026,2020-05-01 00:00:00,2020-07-15 00:00:00,D,Legal Project,Oral communication/PowerPoint/,Denver,No,2-3
1027,2020-09-01 00:00:00,2020-10-15 00:00:00,H,Security Project,Cloud/Python/Excel/,DC,No,9-10
1028,2020-01-01 00:00:00,2020-09-15 00:00:00,G,Human Resources Project,Workday/Oral communication/Workday/,NYC,Yes,3-4
1029,2020-09-01 00:00:00,2020-11-15 00:00:00,A,Security Project,PowerPoint/PowerPoint/Python/,NYC,No,1-2
1030,2020-02-01 00:00:00,2020-07-15 00:00:00,F,Human Resources Project,Workday/Excel/,NYC,No,4-5
1031,2020-11-01 00:00:00,2020-12-15 00:00:00,D,IT Operations Project,Excel/Cloud/,DC,Yes,1-2
1032,2020-10-01 00:00:00,2020-11-15 00:00:00,E,Engineering Project,Python/Python/,NYC,No,7-8
1033,2020-11-01 00:00:00,2020-12-15 00:00:00,D,Account Leadership Project,ML/Oral communication/,DC,No,7-8
1034,2020-02-01 00:00:00,2020-05-15 00:00:00,D,Legal Project,Excel/PowerPoint/,DC,No,7-8
1035,2020-11-01 00:00:00,2020-11-15 00:00:00,B,Account Leadership Project,PowerPoint/Excel/Leadership/,Chicago,No,1-2
1036,2020-03-01 00:00:00,2020-11-15 00:00:00,B,Strategy Project,Critical thinking/Excel/Excel/,DC,No,3-4
1037,2020-11-01 00:00:00,2020-11-15 00:00:00,F,IT Operations Project,Excel/,Boston,No,6-7
1038,2020-04-01 00:00:00,2020-04-15 00:00:00,H,Legal Project,Oral communication/PowerPoint/,Denver,Yes,6-7
1039,2020-04-01 00:00:00,2020-09-15 00:00:00,E,Account Leadership Project,Leadership/,Chicago,Yes,1-2
1040,2020-09-01 00:00:00,2020-09-15 00:00:00,E,Design Project,React.js/PowerPoint/,Denver,No,7-8
1041,2020-10-01 00:00:00,2020-10-15 00:00:00,D,Legal Project,PowerPoint/,DC,No,4-5
1042,2020-10-01 00:00:00,2020-11-15 00:00:00,D,Design Project,React.js/React.js/PowerPoint/,NYC,No,10-11
1043,2020-03-01 00:00:00,2020-03-15 00:00:00,C,IT Operations Project,Cloud/,Boston,Yes,8-9
1044,2020-04-01 00:00:00,2020-12-15 00:00:00,E,Account Leadership Project,Oral communication/Oral communication/ML/,Chicago,No,3-4
1045,2020-06-01 00:00:00,2020-10-15 00:00:00,D,Human Resources Project,Excel/Workday/Oral communication/,Chicago,Yes,2-3
1046,2020-08-01 00:00:00,2020-10-15 00:00:00,A,IT Operations Project,Oracle/Cloud/PowerPoint/,Chicago,Yes,9-10
1047,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Strategy Project,PowerPoint/PowerPoint/,NYC,No,3-4
1048,2020-04-01 00:00:00,2020-10-15 00:00:00,B,Design Project,Excel/PowerPoint/React.js/,NYC,No,4-5
1049,2020-06-01 00:00:00,2020-09-15 00:00:00,D,Security Project,Excel/Java/,Boston,Yes,7-8
1050,2020-10-01 00:00:00,2020-10-15 00:00:00,B,Finance Project,QuickBooks/,Chicago,Yes,1-2
1051,2020-04-01 00:00:00,2020-10-15 00:00:00,H,Human Resources Project,Excel/,Denver,Yes,7-8
1052,2020-05-01 00:00:00,2020-07-15 00:00:00,G,Business Project,Salesforce/Excel/PowerPoint/,Boston,Yes,2-3
1053,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Business Project,Salesforce/Salesforce/,NYC,No,7-8
1054,2020-04-01 00:00:00,2020-07-15 00:00:00,H,Legal Project,PowerPoint/,Chicago,Yes,7-8
1055,2020-02-01 00:00:00,2020-03-15 00:00:00,F,Engineering Project,Python/,Boston,No,10-11
1056,2020-03-01 00:00:00,2020-03-15 00:00:00,G,Security Project,PowerPoint/Excel/Java/,NYC,No,1-2
1057,2020-08-01 00:00:00,2020-08-15 00:00:00,C,Legal Project,Excel/Oral communication/Oral communication/,Chicago,No,6-7
1058,2020-03-01 00:00:00,2020-06-15 00:00:00,E,Engineering Project,MATLAB/Excel/,Boston,No,7-8
1059,2020-10-01 00:00:00,2020-11-15 00:00:00,A,Strategy Project,Critical thinking/PowerPoint/Excel/,NYC,No,4-5
1060,2020-07-01 00:00:00,2020-12-15 00:00:00,E,Strategy Project,Critical thinking/Critical thinking/PowerPoint/,Boston,Yes,8-9
1061,2020-06-01 00:00:00,2020-10-15 00:00:00,D,Business Project,PowerPoint/,Boston,Yes,9-10
1062,2020-07-01 00:00:00,2020-11-15 00:00:00,E,Engineering Project,PowerPoint/,DC,Yes,10-11
1063,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Business Project,Excel/Excel/,DC,Yes,9-10
1064,2020-03-01 00:00:00,2020-06-15 00:00:00,A,Human Resources Project,Excel/Workday/Workday/,Denver,No,10-11
1065,2020-08-01 00:00:00,2020-12-15 00:00:00,B,Engineering Project,MATLAB/MATLAB/,Boston,Yes,3-4
1066,2020-07-01 00:00:00,2020-11-15 00:00:00,A,Security Project,ML/,NYC,No,8-9
1067,2020-02-01 00:00:00,2020-03-15 00:00:00,B,Human Resources Project,Excel/Oral communication/,Boston,Yes,2-3
1068,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Legal Project,PowerPoint/Oral communication/,DC,Yes,7-8
1069,2020-01-01 00:00:00,2020-08-15 00:00:00,G,Legal Project,Bar/PowerPoint/PowerPoint/,DC,No,2-3
1070,2020-08-01 00:00:00,2020-08-15 00:00:00,E,Legal Project,Oral communication/,Boston,Yes,7-8
1071,2020-08-01 00:00:00,2020-12-15 00:00:00,B,Legal Project,PowerPoint/,Denver,No,7-8
1072,2020-01-01 00:00:00,2020-01-15 00:00:00,C,IT Operations Project,ML/Oracle/,NYC,No,8-9
1073,2020-02-01 00:00:00,2020-11-15 00:00:00,F,Account Leadership Project,ML/,Boston,Yes,2-3
