Project UID,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement,Level,Service
4043,2020-07-01 00:00:00,2020-08-15 00:00:00,A,Engineering Project,PowerPoint/,Chicago,Yes,10-11,Strategy & Consulting
4044,2020-02-01 00:00:00,2020-11-15 00:00:00,F,Finance Project,SAP/QuickBooks/QuickBooks/,NYC,No,3-4,Technology
4045,2020-10-01 00:00:00,2020-11-15 00:00:00,D,Engineering Project,Excel/,Denver,Yes,3-4,Interactive
4046,2020-02-01 00:00:00,2020-06-15 00:00:00,A,Account Leadership Project,Leadership/,Denver,Yes,2-3,Technology
4047,2020-04-01 00:00:00,2020-04-15 00:00:00,A,Human Resources Project,Oral communication/PowerPoint/Oral communication/,NYC,No,6-7,Interactive
4048,2020-05-01 00:00:00,2020-10-15 00:00:00,E,IT Operations Project,ML/Cloud/PowerPoint/,Chicago,Yes,9-10,Strategy & Consulting
4049,2020-11-01 00:00:00,2020-12-15 00:00:00,F,Legal Project,Bar/Oral communication/Bar/,Denver,Yes,10-11,Interactive
4050,2020-07-01 00:00:00,2020-09-15 00:00:00,E,Security Project,Cloud/PowerPoint/,NYC,No,4-5,Interactive
4051,2020-04-01 00:00:00,2020-10-15 00:00:00,E,Human Resources Project,PowerPoint/Workday/,Chicago,Yes,2-3,Strategy & Consulting
4052,2020-02-01 00:00:00,2020-06-15 00:00:00,F,Strategy Project,Critical thinking/Excel/,Chicago,Yes,9-10,Technology
4053,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Human Resources Project,Oral communication/PowerPoint/Workday/,NYC,No,3-4,Technology
4054,2020-08-01 00:00:00,2020-10-15 00:00:00,G,Security Project,ML/ML/,Chicago,No,7-8,Interactive
4055,2020-06-01 00:00:00,2020-12-15 00:00:00,B,Finance Project,Excel/,Chicago,Yes,4-5,Interactive
4056,2020-03-01 00:00:00,2020-05-15 00:00:00,C,Account Leadership Project,Oral communication/ML/ML/,Boston,Yes,5-6,Operations
4057,2020-11-01 00:00:00,2020-12-15 00:00:00,H,Human Resources Project,PowerPoint/Oral communication/PowerPoint/,Chicago,No,2-3,Strategy & Consulting
4058,2020-08-01 00:00:00,2020-09-15 00:00:00,D,Engineering Project,PowerPoint/MATLAB/,NYC,Yes,1-2,Operations
4059,2020-01-01 00:00:00,2020-12-15 00:00:00,F,Security Project,Cloud/,Boston,Yes,6-7,Interactive
4060,2020-09-01 00:00:00,2020-10-15 00:00:00,H,Business Project,Salesforce/Salesforce/,Chicago,Yes,7-8,Strategy & Consulting
4061,2020-09-01 00:00:00,2020-09-15 00:00:00,B,Business Project,Salesforce/Excel/,Boston,Yes,7-8,Technology
4062,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Business Project,PowerPoint/,NYC,Yes,9-10,Technology
4063,2020-01-01 00:00:00,2020-10-15 00:00:00,F,Design Project,Adobe/PowerPoint/,DC,Yes,3-4,Operations
4064,2020-01-01 00:00:00,2020-03-15 00:00:00,C,Business Project,Salesforce/,Denver,No,5-6,Interactive
4065,2020-08-01 00:00:00,2020-12-15 00:00:00,H,Strategy Project,Excel/,NYC,No,3-4,Technology
4066,2020-02-01 00:00:00,2020-07-15 00:00:00,F,Strategy Project,Critical thinking/Excel/Excel/,DC,No,8-9,Interactive
4067,2020-08-01 00:00:00,2020-08-15 00:00:00,B,Design Project,React.js/PowerPoint/,DC,No,9-10,Strategy & Consulting
4068,2020-07-01 00:00:00,2020-07-15 00:00:00,B,Engineering Project,MATLAB/Python/Python/,Chicago,No,5-6,Technology
4069,2020-06-01 00:00:00,2020-10-15 00:00:00,D,Design Project,Excel/Adobe/PowerPoint/,NYC,No,5-6,Interactive
4070,2020-04-01 00:00:00,2020-09-15 00:00:00,C,Strategy Project,Excel/,DC,Yes,1-2,Technology
4071,2020-03-01 00:00:00,2020-10-15 00:00:00,A,Legal Project,Oral communication/PowerPoint/Bar/,Chicago,No,10-11,Technology
4072,2020-09-01 00:00:00,2020-12-15 00:00:00,B,Engineering Project,Java/,DC,Yes,6-7,Operations
4073,2020-09-01 00:00:00,2020-10-15 00:00:00,G,Human Resources Project,Oral communication/PowerPoint/,Denver,Yes,3-4,Technology
4074,2020-04-01 00:00:00,2020-12-15 00:00:00,F,Legal Project,Bar/,Denver,No,3-4,Strategy & Consulting
4075,2020-02-01 00:00:00,2020-09-15 00:00:00,A,Security Project,Java/Java/Java/,DC,No,1-2,Operations
4076,2020-09-01 00:00:00,2020-09-15 00:00:00,C,Engineering Project,MATLAB/Excel/Python/,NYC,Yes,1-2,Strategy & Consulting
4077,2020-07-01 00:00:00,2020-10-15 00:00:00,A,Finance Project,Excel/PowerPoint/,Denver,No,9-10,Interactive
4078,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Finance Project,QuickBooks/,Denver,No,10-11,Technology
4079,2020-06-01 00:00:00,2020-08-15 00:00:00,H,Finance Project,Excel/SAP/,DC,No,7-8,Technology
4080,2020-01-01 00:00:00,2020-06-15 00:00:00,D,Business Project,Salesforce/,NYC,No,8-9,Strategy & Consulting
4081,2020-09-01 00:00:00,2020-11-15 00:00:00,G,Design Project,Adobe/,Chicago,No,5-6,Operations
4082,2020-08-01 00:00:00,2020-09-15 00:00:00,G,Finance Project,QuickBooks/Excel/,NYC,Yes,6-7,Operations
4083,2020-07-01 00:00:00,2020-12-15 00:00:00,H,Design Project,PhotoShop/,NYC,Yes,7-8,Strategy & Consulting
4084,2020-08-01 00:00:00,2020-09-15 00:00:00,D,Design Project,PowerPoint/,Boston,No,1-2,Operations
4085,2020-01-01 00:00:00,2020-05-15 00:00:00,G,Security Project,Excel/Excel/,DC,No,9-10,Operations
4086,2020-07-01 00:00:00,2020-10-15 00:00:00,E,Business Project,Excel/Excel/,Chicago,Yes,9-10,Interactive
4087,2020-11-01 00:00:00,2020-11-15 00:00:00,E,Human Resources Project,Workday/PowerPoint/Oral communication/,Boston,Yes,2-3,Operations
4088,2020-01-01 00:00:00,2020-12-15 00:00:00,E,Legal Project,PowerPoint/PowerPoint/,DC,No,1-2,Interactive
4089,2020-02-01 00:00:00,2020-08-15 00:00:00,E,Account Leadership Project,Excel/,Boston,No,3-4,Interactive
4090,2020-11-01 00:00:00,2020-12-15 00:00:00,F,Design Project,React.js/Excel/React.js/,NYC,Yes,9-10,Interactive
4091,2020-02-01 00:00:00,2020-10-15 00:00:00,B,Account Leadership Project,Excel/Leadership/,Boston,No,1-2,Interactive
4092,2020-09-01 00:00:00,2020-11-15 00:00:00,B,IT Operations Project,PowerPoint/Oracle/Java/,DC,Yes,9-10,Interactive
4093,2020-03-01 00:00:00,2020-09-15 00:00:00,F,Strategy Project,Critical thinking/Critical thinking/Excel/,Chicago,No,7-8,Strategy & Consulting
4094,2020-04-01 00:00:00,2020-04-15 00:00:00,E,Design Project,React.js/PowerPoint/Excel/,DC,No,6-7,Interactive
4095,2020-06-01 00:00:00,2020-07-15 00:00:00,F,Account Leadership Project,PowerPoint/Leadership/,NYC,No,9-10,Operations
4096,2020-09-01 00:00:00,2020-12-15 00:00:00,D,Account Leadership Project,Cloud/Excel/,NYC,Yes,3-4,Technology
4097,2020-09-01 00:00:00,2020-09-15 00:00:00,B,Finance Project,SAP/Excel/PowerPoint/,Chicago,Yes,7-8,Technology
4098,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Business Project,Salesforce/Excel/,DC,Yes,2-3,Technology
4099,2020-08-01 00:00:00,2020-12-15 00:00:00,A,Legal Project,Oral communication/,NYC,Yes,9-10,Technology
4100,2020-10-01 00:00:00,2020-10-15 00:00:00,A,Legal Project,Bar/Oral communication/PowerPoint/,NYC,Yes,6-7,Operations
4101,2020-05-01 00:00:00,2020-05-15 00:00:00,A,Legal Project,Bar/PowerPoint/PowerPoint/,Chicago,No,7-8,Interactive
4102,2020-11-01 00:00:00,2020-12-15 00:00:00,A,Engineering Project,PowerPoint/Excel/PowerPoint/,Boston,Yes,7-8,Technology
4103,2020-09-01 00:00:00,2020-09-15 00:00:00,E,Business Project,Salesforce/Salesforce/PowerPoint/,Denver,Yes,6-7,Interactive
4104,2020-01-01 00:00:00,2020-08-15 00:00:00,G,Security Project,Python/,Denver,No,9-10,Operations
4105,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Strategy Project,Critical thinking/Excel/,Boston,Yes,5-6,Technology
4106,2020-09-01 00:00:00,2020-10-15 00:00:00,H,Security Project,Excel/,Denver,No,6-7,Strategy & Consulting
4107,2020-10-01 00:00:00,2020-12-15 00:00:00,E,Engineering Project,Python/PowerPoint/,Chicago,No,1-2,Operations
4108,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Account Leadership Project,Leadership/Leadership/Leadership/,NYC,Yes,3-4,Strategy & Consulting
4109,2020-03-01 00:00:00,2020-11-15 00:00:00,H,Account Leadership Project,ML/,Chicago,Yes,8-9,Operations
4110,2020-09-01 00:00:00,2020-10-15 00:00:00,A,Account Leadership Project,Oral communication/,Boston,No,3-4,Interactive
4111,2020-08-01 00:00:00,2020-12-15 00:00:00,E,Account Leadership Project,Excel/Excel/Excel/,DC,Yes,8-9,Technology
4112,2020-03-01 00:00:00,2020-10-15 00:00:00,H,IT Operations Project,Oracle/Cloud/Cloud/,Boston,Yes,3-4,Strategy & Consulting
4113,2020-02-01 00:00:00,2020-10-15 00:00:00,E,Strategy Project,PowerPoint/,Denver,No,8-9,Technology
4114,2020-03-01 00:00:00,2020-06-15 00:00:00,E,Human Resources Project,PowerPoint/PowerPoint/Workday/,Denver,No,10-11,Interactive
4115,2020-05-01 00:00:00,2020-09-15 00:00:00,H,Account Leadership Project,Oral communication/Oral communication/,Chicago,No,7-8,Strategy & Consulting
4116,2020-12-01 00:00:00,2020-12-15 00:00:00,G,IT Operations Project,Python/Python/,NYC,No,5-6,Strategy & Consulting
4117,2020-01-01 00:00:00,2020-12-15 00:00:00,D,Human Resources Project,PowerPoint/Excel/PowerPoint/,Chicago,Yes,1-2,Technology
4118,2020-10-01 00:00:00,2020-11-15 00:00:00,A,Legal Project,Bar/,Boston,Yes,5-6,Interactive
4119,2020-08-01 00:00:00,2020-10-15 00:00:00,A,Finance Project,SAP/,DC,No,6-7,Interactive
4120,2020-04-01 00:00:00,2020-08-15 00:00:00,H,Engineering Project,Java/,Chicago,No,7-8,Interactive
4121,2020-02-01 00:00:00,2020-02-15 00:00:00,B,Engineering Project,Java/Python/,Chicago,No,1-2,Technology
4122,2020-10-01 00:00:00,2020-10-15 00:00:00,G,Human Resources Project,Excel/Excel/,Chicago,Yes,9-10,Operations
4123,2020-04-01 00:00:00,2020-05-15 00:00:00,F,Finance Project,QuickBooks/,Boston,No,4-5,Technology
4124,2020-06-01 00:00:00,2020-11-15 00:00:00,E,Design Project,PhotoShop/,NYC,Yes,10-11,Operations
4125,2020-05-01 00:00:00,2020-05-15 00:00:00,D,IT Operations Project,Oracle/,DC,Yes,10-11,Technology
4126,2020-07-01 00:00:00,2020-10-15 00:00:00,B,Finance Project,PowerPoint/PowerPoint/,Denver,No,10-11,Strategy & Consulting
4127,2020-11-01 00:00:00,2020-11-15 00:00:00,D,Security Project,Excel/PowerPoint/,Denver,Yes,7-8,Interactive
4128,2020-01-01 00:00:00,2020-09-15 00:00:00,H,Legal Project,Oral communication/Oral communication/,Chicago,Yes,8-9,Operations
4129,2020-07-01 00:00:00,2020-07-15 00:00:00,B,Strategy Project,PowerPoint/Excel/,Boston,No,8-9,Strategy & Consulting
4130,2020-05-01 00:00:00,2020-10-15 00:00:00,A,Strategy Project,PowerPoint/,Chicago,Yes,4-5,Technology
4131,2020-03-01 00:00:00,2020-07-15 00:00:00,C,IT Operations Project,PowerPoint/Oracle/,Denver,Yes,2-3,Strategy & Consulting
4132,2020-03-01 00:00:00,2020-10-15 00:00:00,F,Strategy Project,PowerPoint/Excel/,DC,Yes,5-6,Operations
4133,2020-02-01 00:00:00,2020-05-15 00:00:00,C,Business Project,PowerPoint/PowerPoint/Salesforce/,DC,Yes,9-10,Technology
4134,2020-10-01 00:00:00,2020-11-15 00:00:00,C,Legal Project,Bar/PowerPoint/PowerPoint/,Boston,No,4-5,Operations
4135,2020-07-01 00:00:00,2020-08-15 00:00:00,H,Legal Project,PowerPoint/Oral communication/Bar/,Chicago,No,8-9,Interactive
4136,2020-05-01 00:00:00,2020-05-15 00:00:00,G,Account Leadership Project,PowerPoint/Oral communication/,Boston,Yes,5-6,Operations
4137,2020-02-01 00:00:00,2020-12-15 00:00:00,B,Account Leadership Project,Leadership/Excel/,NYC,No,6-7,Strategy & Consulting
4138,2020-07-01 00:00:00,2020-12-15 00:00:00,A,Legal Project,Excel/,Boston,Yes,2-3,Interactive
4139,2020-02-01 00:00:00,2020-11-15 00:00:00,E,Business Project,Salesforce/Salesforce/PowerPoint/,Boston,No,2-3,Operations
4140,2020-03-01 00:00:00,2020-04-15 00:00:00,F,Legal Project,PowerPoint/,Boston,No,4-5,Technology
4141,2020-04-01 00:00:00,2020-05-15 00:00:00,H,IT Operations Project,Oracle/Cloud/,Denver,Yes,6-7,Technology
4142,2020-04-01 00:00:00,2020-10-15 00:00:00,B,Design Project,Excel/PhotoShop/PhotoShop/,Boston,Yes,7-8,Operations
4143,2020-10-01 00:00:00,2020-12-15 00:00:00,A,Legal Project,Excel/,Boston,Yes,3-4,Interactive
4144,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Finance Project,QuickBooks/,Denver,Yes,7-8,Strategy & Consulting
4145,2020-10-01 00:00:00,2020-12-15 00:00:00,E,Finance Project,SAP/QuickBooks/,DC,Yes,4-5,Strategy & Consulting
4146,2020-04-01 00:00:00,2020-08-15 00:00:00,F,Account Leadership Project,ML/Excel/ML/,Boston,Yes,5-6,Interactive
4147,2020-11-01 00:00:00,2020-12-15 00:00:00,H,Legal Project,Excel/Bar/Excel/,DC,Yes,2-3,Technology
4148,2020-07-01 00:00:00,2020-11-15 00:00:00,C,Finance Project,SAP/QuickBooks/QuickBooks/,Chicago,Yes,4-5,Strategy & Consulting
4149,2020-03-01 00:00:00,2020-05-15 00:00:00,C,Security Project,Cloud/,Chicago,Yes,6-7,Strategy & Consulting
4150,2020-05-01 00:00:00,2020-07-15 00:00:00,E,Account Leadership Project,Leadership/,Boston,Yes,3-4,Operations
4151,2020-02-01 00:00:00,2020-08-15 00:00:00,G,Legal Project,PowerPoint/PowerPoint/,Boston,Yes,1-2,Technology
4152,2020-02-01 00:00:00,2020-07-15 00:00:00,C,Security Project,Oracle/Oracle/,Chicago,Yes,10-11,Strategy & Consulting
4153,2020-11-01 00:00:00,2020-11-15 00:00:00,C,Finance Project,SAP/Excel/PowerPoint/,DC,No,1-2,Technology
4154,2020-10-01 00:00:00,2020-11-15 00:00:00,A,Finance Project,Excel/,Chicago,Yes,2-3,Operations
4155,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Engineering Project,Java/PowerPoint/,Denver,No,8-9,Strategy & Consulting
4156,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Account Leadership Project,Oral communication/Cloud/Excel/,Chicago,Yes,8-9,Technology
4157,2020-07-01 00:00:00,2020-09-15 00:00:00,G,Human Resources Project,Excel/Workday/PowerPoint/,DC,Yes,5-6,Technology
4158,2020-11-01 00:00:00,2020-11-15 00:00:00,H,IT Operations Project,Python/,Denver,No,9-10,Operations
4159,2020-07-01 00:00:00,2020-08-15 00:00:00,F,Engineering Project,Excel/MATLAB/Python/,Chicago,Yes,9-10,Technology
4160,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Finance Project,SAP/PowerPoint/SAP/,Chicago,No,10-11,Technology
4161,2020-05-01 00:00:00,2020-06-15 00:00:00,F,Strategy Project,PowerPoint/Excel/,DC,No,4-5,Technology
4162,2020-08-01 00:00:00,2020-09-15 00:00:00,G,Engineering Project,Excel/MATLAB/Excel/,Denver,Yes,7-8,Strategy & Consulting
4163,2020-02-01 00:00:00,2020-05-15 00:00:00,G,Finance Project,SAP/SAP/SAP/,DC,Yes,9-10,Interactive
4164,2020-08-01 00:00:00,2020-09-15 00:00:00,E,Business Project,Excel/PowerPoint/PowerPoint/,DC,Yes,5-6,Technology
4165,2020-02-01 00:00:00,2020-10-15 00:00:00,H,Finance Project,Excel/,Boston,No,6-7,Technology
4166,2020-06-01 00:00:00,2020-07-15 00:00:00,E,Human Resources Project,Excel/Oral communication/Oral communication/,Boston,No,10-11,Operations
4167,2020-04-01 00:00:00,2020-04-15 00:00:00,B,Engineering Project,Java/,Boston,Yes,5-6,Strategy & Consulting
4168,2020-07-01 00:00:00,2020-12-15 00:00:00,G,Human Resources Project,Excel/PowerPoint/Workday/,Boston,No,8-9,Operations
4169,2020-09-01 00:00:00,2020-11-15 00:00:00,A,Finance Project,QuickBooks/SAP/Excel/,NYC,Yes,9-10,Operations
4170,2020-07-01 00:00:00,2020-09-15 00:00:00,F,Business Project,Salesforce/PowerPoint/,Chicago,No,1-2,Strategy & Consulting
4171,2020-06-01 00:00:00,2020-12-15 00:00:00,D,Human Resources Project,Workday/Workday/Workday/,NYC,Yes,10-11,Technology
4172,2020-09-01 00:00:00,2020-10-15 00:00:00,H,Strategy Project,PowerPoint/Excel/,DC,No,10-11,Technology
4173,2020-08-01 00:00:00,2020-10-15 00:00:00,F,Legal Project,Bar/PowerPoint/,Chicago,No,1-2,Strategy & Consulting
4174,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Engineering Project,Java/Python/PowerPoint/,Boston,Yes,6-7,Operations
4175,2020-02-01 00:00:00,2020-07-15 00:00:00,C,Legal Project,Oral communication/Excel/,Boston,No,6-7,Operations
4176,2020-04-01 00:00:00,2020-05-15 00:00:00,F,IT Operations Project,Oracle/ML/Python/,NYC,No,9-10,Interactive
4177,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Account Leadership Project,PowerPoint/,Denver,Yes,10-11,Operations
4178,2020-04-01 00:00:00,2020-05-15 00:00:00,D,Account Leadership Project,ML/ML/Leadership/,Denver,Yes,5-6,Technology
4179,2020-11-01 00:00:00,2020-12-15 00:00:00,G,Engineering Project,MATLAB/Java/,Chicago,No,7-8,Technology
4180,2020-04-01 00:00:00,2020-09-15 00:00:00,C,Security Project,PowerPoint/ML/,Denver,Yes,7-8,Operations
4181,2020-07-01 00:00:00,2020-07-15 00:00:00,D,Business Project,Salesforce/,DC,Yes,7-8,Strategy & Consulting
4182,2020-06-01 00:00:00,2020-11-15 00:00:00,A,Human Resources Project,Oral communication/,NYC,Yes,8-9,Interactive
4183,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Legal Project,Bar/Oral communication/Bar/,Chicago,No,7-8,Technology
4184,2020-10-01 00:00:00,2020-12-15 00:00:00,H,Design Project,PowerPoint/Adobe/,NYC,No,1-2,Technology
4185,2020-06-01 00:00:00,2020-06-15 00:00:00,H,Business Project,PowerPoint/Salesforce/Salesforce/,Chicago,No,6-7,Strategy & Consulting
4186,2020-02-01 00:00:00,2020-05-15 00:00:00,F,Account Leadership Project,ML/PowerPoint/Oral communication/,DC,Yes,9-10,Technology
4187,2020-01-01 00:00:00,2020-01-15 00:00:00,F,Human Resources Project,Oral communication/Oral communication/,Chicago,No,4-5,Interactive
4188,2020-08-01 00:00:00,2020-11-15 00:00:00,A,Strategy Project,Critical thinking/Critical thinking/,Chicago,Yes,1-2,Operations
4189,2020-11-01 00:00:00,2020-11-15 00:00:00,F,Security Project,Excel/Python/Excel/,NYC,No,6-7,Strategy & Consulting
4190,2020-02-01 00:00:00,2020-12-15 00:00:00,G,Legal Project,Bar/Bar/,Denver,No,6-7,Interactive
4191,2020-02-01 00:00:00,2020-06-15 00:00:00,B,Engineering Project,Java/PowerPoint/,Chicago,No,1-2,Operations
4192,2020-02-01 00:00:00,2020-08-15 00:00:00,C,Finance Project,PowerPoint/SAP/,Boston,Yes,1-2,Technology
4193,2020-11-01 00:00:00,2020-11-15 00:00:00,F,Engineering Project,Java/,DC,Yes,5-6,Interactive
4194,2020-07-01 00:00:00,2020-12-15 00:00:00,G,Security Project,Python/Java/Excel/,NYC,No,4-5,Operations
4195,2020-11-01 00:00:00,2020-11-15 00:00:00,A,Account Leadership Project,Cloud/Cloud/,Chicago,No,6-7,Operations
4196,2020-07-01 00:00:00,2020-12-15 00:00:00,F,Engineering Project,MATLAB/Excel/Java/,Chicago,Yes,1-2,Operations
4197,2020-11-01 00:00:00,2020-11-15 00:00:00,E,Finance Project,QuickBooks/,Chicago,Yes,3-4,Technology
4198,2020-07-01 00:00:00,2020-10-15 00:00:00,B,Security Project,Oracle/Cloud/Cloud/,Chicago,No,2-3,Strategy & Consulting
4199,2020-08-01 00:00:00,2020-08-15 00:00:00,H,Finance Project,PowerPoint/,Chicago,No,5-6,Operations
4200,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Engineering Project,Java/,Boston,Yes,7-8,Interactive
4201,2020-02-01 00:00:00,2020-10-15 00:00:00,D,Finance Project,SAP/SAP/Excel/,Boston,No,6-7,Operations
4202,2020-02-01 00:00:00,2020-03-15 00:00:00,B,Account Leadership Project,Leadership/PowerPoint/ML/,NYC,No,10-11,Technology
4203,2020-10-01 00:00:00,2020-12-15 00:00:00,F,Legal Project,Excel/PowerPoint/,NYC,No,2-3,Strategy & Consulting
4204,2020-07-01 00:00:00,2020-07-15 00:00:00,C,Engineering Project,Java/MATLAB/Java/,Denver,No,3-4,Technology
4205,2020-10-01 00:00:00,2020-11-15 00:00:00,F,Human Resources Project,Workday/Oral communication/Workday/,DC,Yes,1-2,Technology
4206,2020-05-01 00:00:00,2020-12-15 00:00:00,B,Business Project,PowerPoint/,NYC,No,8-9,Strategy & Consulting
4207,2020-11-01 00:00:00,2020-11-15 00:00:00,D,Business Project,Salesforce/PowerPoint/Salesforce/,Chicago,Yes,2-3,Interactive
4208,2020-08-01 00:00:00,2020-09-15 00:00:00,H,IT Operations Project,Excel/Python/,Denver,Yes,9-10,Interactive
4209,2020-02-01 00:00:00,2020-12-15 00:00:00,B,Engineering Project,MATLAB/,DC,No,7-8,Operations
4210,2020-07-01 00:00:00,2020-10-15 00:00:00,B,Finance Project,SAP/PowerPoint/,NYC,Yes,3-4,Interactive
4211,2020-06-01 00:00:00,2020-12-15 00:00:00,E,Account Leadership Project,Excel/ML/,NYC,No,4-5,Operations
4212,2020-07-01 00:00:00,2020-08-15 00:00:00,C,Account Leadership Project,Excel/ML/,Boston,No,4-5,Technology
4213,2020-05-01 00:00:00,2020-09-15 00:00:00,A,Business Project,Excel/Excel/Salesforce/,DC,No,2-3,Operations
4214,2020-02-01 00:00:00,2020-03-15 00:00:00,G,Legal Project,Oral communication/Bar/,Denver,Yes,2-3,Operations
4215,2020-11-01 00:00:00,2020-12-15 00:00:00,E,Security Project,Python/Java/,DC,Yes,10-11,Technology
4216,2020-11-01 00:00:00,2020-11-15 00:00:00,F,Strategy Project,Excel/PowerPoint/Critical thinking/,Denver,Yes,2-3,Interactive
4217,2020-08-01 00:00:00,2020-10-15 00:00:00,F,Security Project,Oracle/Java/Java/,Boston,No,9-10,Strategy & Consulting
4218,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Finance Project,PowerPoint/,Chicago,No,9-10,Strategy & Consulting
4219,2020-10-01 00:00:00,2020-11-15 00:00:00,B,IT Operations Project,Java/,Denver,No,9-10,Interactive
4220,2020-05-01 00:00:00,2020-09-15 00:00:00,C,Security Project,Excel/Java/,Chicago,Yes,10-11,Strategy & Consulting
4221,2020-05-01 00:00:00,2020-06-15 00:00:00,G,Strategy Project,Critical thinking/Critical thinking/,NYC,Yes,7-8,Interactive
4222,2020-10-01 00:00:00,2020-10-15 00:00:00,B,Business Project,Salesforce/,DC,Yes,5-6,Interactive
4223,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Security Project,ML/PowerPoint/,Denver,Yes,5-6,Technology
4224,2020-06-01 00:00:00,2020-08-15 00:00:00,F,Security Project,Oracle/,Chicago,No,4-5,Technology
4225,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Finance Project,Excel/PowerPoint/,DC,No,9-10,Operations
4226,2020-07-01 00:00:00,2020-09-15 00:00:00,F,IT Operations Project,Excel/Python/,Boston,Yes,1-2,Operations
4227,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Design Project,Excel/PowerPoint/,Denver,Yes,2-3,Technology
4228,2020-08-01 00:00:00,2020-12-15 00:00:00,D,Security Project,Python/Java/Excel/,Chicago,No,1-2,Technology
4229,2020-01-01 00:00:00,2020-06-15 00:00:00,B,Finance Project,Excel/,Boston,No,8-9,Interactive
4230,2020-04-01 00:00:00,2020-11-15 00:00:00,D,Design Project,PowerPoint/PowerPoint/PhotoShop/,NYC,No,3-4,Operations
4231,2020-09-01 00:00:00,2020-09-15 00:00:00,G,Legal Project,Excel/Oral communication/,DC,Yes,10-11,Operations
