UID,Chargeability,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement,Level
1535,No,2020-06-01 00:00:00,2020-10-15 00:00:00,A,AT&T Application Scanning,Oracle,Chicago,Yes,4-5
1536,No,2020-03-01 00:00:00,2020-06-15 00:00:00,A,Cloud Security Enablement Phase 1,Java,NYC,No,6-7
1537,Yes,2020-08-01 00:00:00,2020-08-15 00:00:00,C,iDefense- Odin,Python,Boston,No,7-8
1538,No,2020-06-01 00:00:00,2020-10-15 00:00:00,D,Cloud Security Enablement Phase 1,Java,Denver,No,7-8
1539,Yes,2020-09-01 00:00:00,2020-12-15 00:00:00,H,Chevron Cloud Security,Oracle,Denver,No,9-10
1540,No,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Cloud,DC,No,4-5
1541,No,2020-08-01 00:00:00,2020-11-15 00:00:00,F,Chevron Cloud Security,Python,Boston,Yes,7-8
1542,Yes,2020-07-01 00:00:00,2020-10-15 00:00:00,F,Cloud Security Enablement Phase 1,Oracle,NYC,Yes,5-6
1543,No,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Journey2Cloud,Cloud,NYC,Yes,2-3
1544,No,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Cyber Integration,ML,NYC,Yes,8-9
1545,No,2020-02-01 00:00:00,2020-10-15 00:00:00,D,iDefense- Zaim,Python,Boston,Yes,4-5
1546,No,2020-06-01 00:00:00,2020-11-15 00:00:00,C,Chevron Cloud Security,Python,Chicago,No,7-8
1547,Yes,2020-09-01 00:00:00,2020-09-15 00:00:00,G,Cloud Security Enablement Phase 1,Java,Chicago,No,10-11
1548,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,D,Application Security F/P Analysis,Java,NYC,No,8-9
1549,No,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Application Security F/P Analysis,Cloud,Chicago,No,5-6
1550,Yes,2020-05-01 00:00:00,2020-11-15 00:00:00,C,Application Security F/P Analysis,Cloud,Denver,Yes,7-8
1551,Yes,2020-08-01 00:00:00,2020-12-15 00:00:00,E,Avande,Java,DC,No,3-4
1552,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,D,Application Security F/P Analysis,Oracle,DC,No,9-10
1553,No,2020-06-01 00:00:00,2020-12-15 00:00:00,B,AT&T Application Scanning,Python,NYC,Yes,5-6
1554,No,2020-07-01 00:00:00,2020-08-15 00:00:00,D,Chevron Cloud Security,Python,DC,No,2-3
1555,No,2020-02-01 00:00:00,2020-06-15 00:00:00,E,iDefense- Zaim,ML,Boston,Yes,3-4
1556,Yes,2020-05-01 00:00:00,2020-05-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),ML,NYC,Yes,7-8
1557,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,F,Avande,Oracle,Denver,Yes,3-4
1558,No,2020-05-01 00:00:00,2020-09-15 00:00:00,G,Chevron Cloud Security,ML,Denver,Yes,3-4
1559,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,A,Application Security F/P Analysis,Oracle,DC,No,8-9
1560,No,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Cloud Security Enablement Phase 1,ML,Boston,Yes,10-11
1561,Yes,2020-05-01 00:00:00,2020-12-15 00:00:00,E,iDefense- Zaim,ML,DC,No,2-3
1562,Yes,2020-09-01 00:00:00,2020-12-15 00:00:00,C,AT&T Application Scanning,Java,Boston,Yes,9-10
1563,No,2020-08-01 00:00:00,2020-08-15 00:00:00,E,Chevron Cloud Security,ML,Boston,No,7-8
1564,No,2020-02-01 00:00:00,2020-07-15 00:00:00,G,iDefense- Odin,ML,Chicago,Yes,1-2
1565,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,G,Chevron Cloud Security,Java,Denver,Yes,5-6
1566,No,2020-03-01 00:00:00,2020-10-15 00:00:00,G,Avande,ML,DC,Yes,10-11
1567,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,D,Journey2Cloud,Python,DC,Yes,7-8
1568,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),ML,DC,Yes,4-5
1569,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,G,Cyber Integration,Cloud,Boston,No,4-5
1570,Yes,2020-03-01 00:00:00,2020-11-15 00:00:00,B,Avande,Python,Denver,Yes,1-2
1571,Yes,2020-06-01 00:00:00,2020-10-15 00:00:00,D,Cloud Security Enablement Phase 1,Cloud,DC,Yes,2-3
1572,No,2020-06-01 00:00:00,2020-10-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Oracle,Chicago,Yes,9-10
1573,No,2020-09-01 00:00:00,2020-10-15 00:00:00,A,AT&T Application Scanning,Python,NYC,Yes,3-4
1574,Yes,2020-06-01 00:00:00,2020-08-15 00:00:00,D,Cyber Integration,Java,Denver,No,1-2
1575,Yes,2020-05-01 00:00:00,2020-07-15 00:00:00,E,Chevron Cloud Security,Java,Denver,No,3-4
1576,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,D,Chevron Cloud Security,Python,NYC,Yes,1-2
1577,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,F,Journey2Cloud,Java,Denver,Yes,5-6
1578,Yes,2020-01-01 00:00:00,2020-09-15 00:00:00,C,iDefense- Zaim,Cloud,Chicago,Yes,8-9
1579,Yes,2020-02-01 00:00:00,2020-07-15 00:00:00,B,Application Security F/P Analysis,Oracle,Boston,Yes,8-9
1580,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,D,Application Security F/P Analysis,Cloud,Chicago,Yes,7-8
1581,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,H,iDefense- Odin,ML,Boston,No,9-10
1582,No,2020-05-01 00:00:00,2020-12-15 00:00:00,H,Cloud Security Enablement Phase 1,Python,Boston,Yes,2-3
1583,No,2020-10-01 00:00:00,2020-11-15 00:00:00,F,iDefense- Odin,ML,DC,Yes,10-11
1584,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,C,Chevron Cloud Security,Oracle,Chicago,No,1-2
1585,No,2020-01-01 00:00:00,2020-05-15 00:00:00,F,Cyber Integration,ML,Chicago,Yes,9-10
1586,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,C,Avande,Cloud,Denver,No,9-10
1587,Yes,2020-08-01 00:00:00,2020-10-15 00:00:00,E,Avande,Java,Denver,Yes,5-6
1588,No,2020-01-01 00:00:00,2020-05-15 00:00:00,E,Cloud Security Enablement Phase 1,Cloud,DC,Yes,5-6
1589,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Cloud Security Enablement Phase 1,ML,NYC,Yes,4-5
1590,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Cyber Integration,Java,DC,Yes,6-7
1591,No,2020-08-01 00:00:00,2020-10-15 00:00:00,F,Cyber Integration,Oracle,Denver,Yes,3-4
1592,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,B,iDefense- Zaim,Cloud,Denver,No,5-6
1593,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,D,AT&T Application Scanning,Cloud,Boston,No,7-8
1594,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,C,AT&T Application Scanning,Oracle,NYC,Yes,7-8
1595,No,2020-06-01 00:00:00,2020-07-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Oracle,DC,No,8-9
1596,Yes,2020-04-01 00:00:00,2020-07-15 00:00:00,B,iDefense- Odin,Java,DC,No,3-4
1597,No,2020-09-01 00:00:00,2020-11-15 00:00:00,H,Avande,Java,DC,Yes,5-6
1598,Yes,2020-03-01 00:00:00,2020-09-15 00:00:00,H,iDefense- Zaim,Cloud,Boston,No,6-7
1599,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,B,Avande,Cloud,NYC,Yes,9-10
1600,No,2020-12-01 00:00:00,2020-12-15 00:00:00,C,iDefense- Odin,Python,DC,Yes,7-8
1601,No,2020-05-01 00:00:00,2020-12-15 00:00:00,F,iDefense- Zaim,Oracle,NYC,No,8-9
1602,No,2020-03-01 00:00:00,2020-09-15 00:00:00,A,AT&T Application Scanning,Java,Chicago,Yes,1-2
1603,Yes,2020-04-01 00:00:00,2020-08-15 00:00:00,C,iDefense- Odin,Cloud,DC,Yes,9-10
1604,Yes,2020-07-01 00:00:00,2020-11-15 00:00:00,F,Cloud Security Enablement Phase 1,Java,NYC,Yes,2-3
1605,Yes,2020-02-01 00:00:00,2020-03-15 00:00:00,A,Application Security F/P Analysis,Python,NYC,No,2-3
1606,No,2020-02-01 00:00:00,2020-04-15 00:00:00,F,AT&T Application Scanning,Cloud,Denver,Yes,9-10
1607,Yes,2020-03-01 00:00:00,2020-06-15 00:00:00,C,Avande,ML,DC,No,9-10
1608,No,2020-07-01 00:00:00,2020-07-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Java,DC,No,2-3
1609,No,2020-05-01 00:00:00,2020-06-15 00:00:00,C,Avande,Java,NYC,Yes,8-9
1610,Yes,2020-08-01 00:00:00,2020-08-15 00:00:00,A,iDefense- Zaim,Java,NYC,Yes,4-5
1611,Yes,2020-02-01 00:00:00,2020-02-15 00:00:00,A,Journey2Cloud,ML,NYC,Yes,7-8
1612,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,F,Avande,ML,Boston,No,5-6
1613,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Cyber Integration,Java,Denver,Yes,6-7
1614,No,2020-09-01 00:00:00,2020-12-15 00:00:00,D,Cloud Security Enablement Phase 1,Oracle,Chicago,No,2-3
1615,Yes,2020-01-01 00:00:00,2020-10-15 00:00:00,H,Journey2Cloud,Oracle,Chicago,Yes,5-6
1616,Yes,2020-06-01 00:00:00,2020-06-15 00:00:00,H,Journey2Cloud,Oracle,Denver,No,4-5
1617,No,2020-07-01 00:00:00,2020-07-15 00:00:00,A,iDefense- Zaim,Python,Boston,No,3-4
1618,Yes,2020-05-01 00:00:00,2020-08-15 00:00:00,A,Chevron Cloud Security,Cloud,Boston,No,1-2
1619,No,2020-02-01 00:00:00,2020-03-15 00:00:00,E,iDefense- Zaim,Cloud,Boston,No,1-2
1620,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,F,Cyber Integration,Cloud,DC,Yes,8-9
1621,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,F,AT&T Application Scanning,Cloud,Boston,Yes,8-9
1622,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,C,iDefense- Odin,Oracle,NYC,Yes,1-2
1623,No,2020-09-01 00:00:00,2020-09-15 00:00:00,E,Application Security F/P Analysis,Oracle,DC,Yes,8-9
1624,Yes,2020-07-01 00:00:00,2020-11-15 00:00:00,H,iDefense- Zaim,Java,NYC,No,2-3
1625,No,2020-02-01 00:00:00,2020-10-15 00:00:00,H,Avande,Oracle,NYC,No,6-7
1626,No,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Python,Denver,Yes,8-9
1627,No,2020-07-01 00:00:00,2020-08-15 00:00:00,C,Avande,Java,Boston,Yes,4-5
1628,No,2020-12-01 00:00:00,2020-12-15 00:00:00,D,iDefense- Zaim,Cloud,Denver,No,2-3
1629,No,2020-01-01 00:00:00,2020-11-15 00:00:00,C,Application Security F/P Analysis,Cloud,Chicago,Yes,6-7
1630,No,2020-07-01 00:00:00,2020-08-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Cloud,Chicago,No,2-3
1631,No,2020-07-01 00:00:00,2020-07-15 00:00:00,F,Cloud Security Enablement Phase 1,Cloud,NYC,Yes,1-2
1632,No,2020-09-01 00:00:00,2020-10-15 00:00:00,G,iDefense- Odin,Cloud,Chicago,No,3-4
1633,Yes,2020-07-01 00:00:00,2020-09-15 00:00:00,D,Cyber Integration,Python,Chicago,No,3-4
1634,No,2020-01-01 00:00:00,2020-11-15 00:00:00,H,Cyber Integration,ML,Denver,No,3-4
1635,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,C,iDefense- Odin,Cloud,NYC,Yes,6-7
1636,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Cloud,Chicago,No,1-2
1637,Yes,2020-06-01 00:00:00,2020-10-15 00:00:00,B,Chevron Cloud Security,ML,DC,No,2-3
1638,Yes,2020-03-01 00:00:00,2020-06-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Java,NYC,Yes,4-5
1639,No,2020-03-01 00:00:00,2020-06-15 00:00:00,F,iDefense- Zaim,Python,Chicago,Yes,9-10
1640,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,G,iDefense- Zaim,ML,Denver,Yes,2-3
1641,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,H,Chevron Cloud Security,Java,DC,No,1-2
1642,Yes,2020-06-01 00:00:00,2020-09-15 00:00:00,D,iDefense- Odin,Cloud,Denver,Yes,6-7
1643,Yes,2020-06-01 00:00:00,2020-10-15 00:00:00,G,AT&T Application Scanning,Oracle,Chicago,Yes,3-4
1644,No,2020-09-01 00:00:00,2020-10-15 00:00:00,H,Cloud Security Enablement Phase 1,Java,DC,Yes,3-4
1645,Yes,2020-07-01 00:00:00,2020-10-15 00:00:00,E,Avande,ML,Boston,No,5-6
1646,No,2020-05-01 00:00:00,2020-11-15 00:00:00,B,AT&T Application Scanning,ML,Boston,Yes,5-6
1647,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Avande,Python,Chicago,Yes,3-4
1648,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),ML,Denver,Yes,10-11
1649,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,B,iDefense- Odin,Java,Chicago,No,6-7
1650,No,2020-09-01 00:00:00,2020-09-15 00:00:00,B,Journey2Cloud,Oracle,Chicago,Yes,5-6
1651,No,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Cyber Integration,ML,Boston,No,5-6
1652,No,2020-06-01 00:00:00,2020-07-15 00:00:00,A,Journey2Cloud,ML,Chicago,No,4-5
1653,Yes,2020-01-01 00:00:00,2020-08-15 00:00:00,E,iDefense- Zaim,ML,Chicago,No,10-11
1654,No,2020-12-01 00:00:00,2020-12-15 00:00:00,E,AT&T Application Scanning,Oracle,DC,Yes,9-10
1655,Yes,2020-04-01 00:00:00,2020-12-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Java,Boston,Yes,1-2
1656,Yes,2020-09-01 00:00:00,2020-09-15 00:00:00,B,Avande,Oracle,NYC,No,7-8
1657,No,2020-05-01 00:00:00,2020-09-15 00:00:00,D,Avande,ML,Chicago,No,10-11
1658,Yes,2020-03-01 00:00:00,2020-08-15 00:00:00,G,Journey2Cloud,Oracle,Denver,Yes,7-8
1659,No,2020-01-01 00:00:00,2020-09-15 00:00:00,C,Cloud Security Enablement Phase 1,Java,Denver,No,7-8
1660,Yes,2020-08-01 00:00:00,2020-10-15 00:00:00,G,Avande,Java,Chicago,Yes,3-4
1661,No,2020-07-01 00:00:00,2020-08-15 00:00:00,H,iDefense- Zaim,Cloud,Boston,Yes,4-5
1662,No,2020-08-01 00:00:00,2020-12-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Java,Denver,Yes,1-2
1663,No,2020-05-01 00:00:00,2020-06-15 00:00:00,B,AT&T Application Scanning,Java,Chicago,Yes,8-9
1664,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,A,Application Security F/P Analysis,ML,NYC,No,4-5
1665,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,E,Cloud Security Enablement Phase 1,Cloud,Boston,No,2-3
1666,Yes,2020-03-01 00:00:00,2020-12-15 00:00:00,E,Chevron Cloud Security,Python,Chicago,Yes,3-4
1667,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,A,Cyber Integration,Python,Chicago,Yes,2-3
1668,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,E,Chevron Cloud Security,Cloud,Chicago,No,9-10
1669,Yes,2020-02-01 00:00:00,2020-09-15 00:00:00,C,Cloud Security Enablement Phase 1,Python,Denver,Yes,10-11
1670,Yes,2020-04-01 00:00:00,2020-12-15 00:00:00,B,Cloud Security Enablement Phase 1,Oracle,Chicago,Yes,3-4
1671,No,2020-10-01 00:00:00,2020-11-15 00:00:00,D,Chevron Cloud Security,Cloud,Boston,Yes,5-6
1672,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Cyber Integration,Oracle,DC,No,2-3
1673,Yes,2020-03-01 00:00:00,2020-04-15 00:00:00,D,Avande,ML,NYC,Yes,4-5
1674,No,2020-01-01 00:00:00,2020-05-15 00:00:00,C,Application Security F/P Analysis,Oracle,Denver,Yes,3-4
1675,No,2020-06-01 00:00:00,2020-10-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Java,DC,Yes,4-5
1676,No,2020-06-01 00:00:00,2020-10-15 00:00:00,F,Chevron Cloud Security,Java,Chicago,Yes,7-8
1677,No,2020-03-01 00:00:00,2020-10-15 00:00:00,A,iDefense- Zaim,Python,DC,No,4-5
1678,Yes,2020-01-01 00:00:00,2020-10-15 00:00:00,C,iDefense- Odin,Java,Denver,No,7-8
1679,No,2020-10-01 00:00:00,2020-10-15 00:00:00,F,Avande,ML,NYC,Yes,8-9
1680,No,2020-08-01 00:00:00,2020-10-15 00:00:00,F,Chevron Cloud Security,Oracle,NYC,No,4-5
1681,No,2020-08-01 00:00:00,2020-11-15 00:00:00,A,Cloud Security Enablement Phase 1,Java,Chicago,Yes,10-11
1682,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,A,iDefense- Zaim,ML,DC,Yes,8-9
1683,No,2020-02-01 00:00:00,2020-06-15 00:00:00,A,iDefense- Zaim,Java,Boston,No,5-6
1684,No,2020-11-01 00:00:00,2020-12-15 00:00:00,F,Chevron Cloud Security,Oracle,Chicago,No,6-7
1685,No,2020-02-01 00:00:00,2020-11-15 00:00:00,E,Avande,Cloud,NYC,No,6-7
1686,No,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Application Security F/P Analysis,Java,Boston,No,3-4
1687,Yes,2020-05-01 00:00:00,2020-12-15 00:00:00,F,Avande,ML,Denver,No,9-10
1688,Yes,2020-05-01 00:00:00,2020-05-15 00:00:00,C,Application Security F/P Analysis,Java,Boston,Yes,3-4
1689,No,2020-09-01 00:00:00,2020-11-15 00:00:00,E,AT&T Application Scanning,ML,NYC,No,4-5
1690,No,2020-01-01 00:00:00,2020-04-15 00:00:00,D,Journey2Cloud,Cloud,Chicago,No,8-9
1691,Yes,2020-02-01 00:00:00,2020-02-15 00:00:00,F,iDefense- Odin,Java,Boston,No,6-7
1692,Yes,2020-05-01 00:00:00,2020-06-15 00:00:00,G,AT&T Application Scanning,Cloud,Boston,No,10-11
1693,Yes,2020-03-01 00:00:00,2020-05-15 00:00:00,A,iDefense- Odin,ML,NYC,Yes,8-9
1694,Yes,2020-03-01 00:00:00,2020-12-15 00:00:00,F,Avande,Cloud,Chicago,Yes,5-6
1695,No,2020-04-01 00:00:00,2020-05-15 00:00:00,E,Application Security F/P Analysis,Cloud,Chicago,Yes,2-3
1696,No,2020-11-01 00:00:00,2020-12-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Java,Boston,Yes,10-11
1697,Yes,2020-06-01 00:00:00,2020-11-15 00:00:00,D,Cloud Security Enablement Phase 1,Python,Denver,Yes,4-5
1698,No,2020-01-01 00:00:00,2020-01-15 00:00:00,D,Journey2Cloud,Python,NYC,No,10-11
1699,No,2020-08-01 00:00:00,2020-08-15 00:00:00,F,Avande,Cloud,Boston,Yes,5-6
1700,Yes,2020-01-01 00:00:00,2020-04-15 00:00:00,G,Cyber Integration,Oracle,Boston,No,4-5
1701,Yes,2020-04-01 00:00:00,2020-06-15 00:00:00,A,AT&T Application Scanning,ML,Boston,No,2-3
1702,No,2020-05-01 00:00:00,2020-09-15 00:00:00,D,Cloud Security Enablement Phase 1,Oracle,Boston,Yes,8-9
1703,No,2020-04-01 00:00:00,2020-07-15 00:00:00,D,AT&T Application Scanning,Cloud,Chicago,No,6-7
1704,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,H,Cyber Integration,Oracle,Denver,Yes,3-4
1705,Yes,2020-05-01 00:00:00,2020-07-15 00:00:00,A,Chevron Cloud Security,Java,Denver,No,10-11
1706,Yes,2020-09-01 00:00:00,2020-12-15 00:00:00,B,iDefense- Odin,Cloud,NYC,No,3-4
1707,No,2020-01-01 00:00:00,2020-04-15 00:00:00,C,Application Security F/P Analysis,Python,NYC,No,9-10
1708,No,2020-01-01 00:00:00,2020-12-15 00:00:00,D,Cyber Integration,Cloud,Denver,Yes,8-9
1709,No,2020-11-01 00:00:00,2020-12-15 00:00:00,F,AT&T Application Scanning,Oracle,Boston,Yes,1-2
1710,No,2020-05-01 00:00:00,2020-07-15 00:00:00,B,Cloud Security Enablement Phase 1,ML,DC,Yes,7-8
1711,No,2020-07-01 00:00:00,2020-12-15 00:00:00,B,Cloud Security Enablement Phase 1,Java,Denver,Yes,7-8
1712,Yes,2020-07-01 00:00:00,2020-09-15 00:00:00,H,Cyber Integration,ML,NYC,No,9-10
1713,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,A,Application Security F/P Analysis,ML,NYC,Yes,8-9
1714,Yes,2020-04-01 00:00:00,2020-08-15 00:00:00,F,AT&T Application Scanning,Oracle,Boston,No,2-3
1715,No,2020-06-01 00:00:00,2020-09-15 00:00:00,D,Cloud Security Enablement Phase 1,Oracle,Denver,No,3-4
1716,Yes,2020-03-01 00:00:00,2020-12-15 00:00:00,G,iDefense- Odin,Oracle,DC,No,1-2
1717,No,2020-07-01 00:00:00,2020-11-15 00:00:00,D,AT&T Application Scanning,Cloud,Denver,Yes,8-9
1718,Yes,2020-01-01 00:00:00,2020-03-15 00:00:00,A,iDefense- Odin,Java,Denver,No,1-2
1719,No,2020-01-01 00:00:00,2020-12-15 00:00:00,E,Application Security F/P Analysis,ML,Boston,Yes,8-9
1720,Yes,2020-05-01 00:00:00,2020-08-15 00:00:00,G,iDefense- Zaim,ML,Boston,No,5-6
1721,Yes,2020-02-01 00:00:00,2020-03-15 00:00:00,E,Application Security F/P Analysis,Cloud,Chicago,Yes,5-6
1722,No,2020-03-01 00:00:00,2020-10-15 00:00:00,H,Cloud Security Enablement Phase 1,Python,NYC,No,7-8
1723,Yes,2020-01-01 00:00:00,2020-09-15 00:00:00,C,Cloud Security Enablement Phase 1,Java,Denver,No,3-4
1724,No,2020-07-01 00:00:00,2020-07-15 00:00:00,E,iDefense- Odin,ML,Denver,Yes,8-9
1725,Yes,2020-08-01 00:00:00,2020-10-15 00:00:00,E,Application Security F/P Analysis,Cloud,Chicago,Yes,5-6
1726,Yes,2020-08-01 00:00:00,2020-08-15 00:00:00,C,Chevron Cloud Security,Java,Boston,No,2-3
1727,Yes,2020-04-01 00:00:00,2020-05-15 00:00:00,F,AT&T Application Scanning,Python,NYC,No,3-4
1728,No,2020-03-01 00:00:00,2020-08-15 00:00:00,C,Journey2Cloud,Python,Chicago,No,8-9
1729,No,2020-09-01 00:00:00,2020-11-15 00:00:00,F,iDefense- Odin,Python,Chicago,Yes,1-2
1730,Yes,2020-05-01 00:00:00,2020-05-15 00:00:00,D,iDefense- Zaim,Python,Denver,Yes,4-5
1731,Yes,2020-06-01 00:00:00,2020-12-15 00:00:00,C,Avande,Oracle,NYC,No,10-11
1732,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,H,iDefense- Odin,Python,DC,Yes,4-5
1733,No,2020-05-01 00:00:00,2020-06-15 00:00:00,H,Journey2Cloud,Oracle,Boston,Yes,9-10
1734,No,2020-03-01 00:00:00,2020-12-15 00:00:00,B,Cyber Integration,Oracle,NYC,Yes,5-6
1735,Yes,2020-03-01 00:00:00,2020-08-15 00:00:00,F,AT&T Application Scanning,Cloud,Chicago,Yes,8-9
1736,No,2020-11-01 00:00:00,2020-11-15 00:00:00,C,Cyber Integration,Python,Denver,Yes,10-11
1737,Yes,2020-05-01 00:00:00,2020-09-15 00:00:00,F,Application Security F/P Analysis,Python,Denver,Yes,3-4
1738,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,F,iDefense- Odin,ML,Boston,No,6-7
1739,Yes,2020-04-01 00:00:00,2020-10-15 00:00:00,B,Application Security F/P Analysis,ML,Boston,No,8-9
1740,No,2020-10-01 00:00:00,2020-11-15 00:00:00,B,Chevron Cloud Security,Java,NYC,Yes,1-2
1741,Yes,2020-04-01 00:00:00,2020-08-15 00:00:00,G,iDefense- Zaim,Python,Denver,No,3-4
1742,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Avande,Oracle,Chicago,Yes,7-8
1743,No,2020-03-01 00:00:00,2020-10-15 00:00:00,C,AT&T Application Scanning,Python,NYC,No,10-11
1744,No,2020-04-01 00:00:00,2020-04-15 00:00:00,B,Application Security F/P Analysis,Cloud,Denver,Yes,7-8
1745,Yes,2020-03-01 00:00:00,2020-06-15 00:00:00,E,Chevron Cloud Security,Cloud,Chicago,Yes,2-3
1746,No,2020-02-01 00:00:00,2020-09-15 00:00:00,B,Application Security F/P Analysis,Python,Boston,No,10-11
1747,No,2020-02-01 00:00:00,2020-08-15 00:00:00,D,Application Security F/P Analysis,Oracle,Denver,Yes,1-2
1748,Yes,2020-03-01 00:00:00,2020-06-15 00:00:00,C,Cloud Security Enablement Phase 1,Java,Chicago,Yes,7-8
1749,Yes,2020-02-01 00:00:00,2020-02-15 00:00:00,C,Journey2Cloud,Cloud,Boston,No,8-9
1750,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,D,Journey2Cloud,Cloud,NYC,No,3-4
1751,No,2020-02-01 00:00:00,2020-02-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Python,Boston,Yes,4-5
1752,Yes,2020-08-01 00:00:00,2020-12-15 00:00:00,E,Chevron Cloud Security,Oracle,Denver,No,3-4
1753,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Avande,Java,Boston,No,3-4
1754,Yes,2020-05-01 00:00:00,2020-11-15 00:00:00,G,Chevron Cloud Security,Java,NYC,Yes,6-7
1755,No,2020-08-01 00:00:00,2020-10-15 00:00:00,F,iDefense- Zaim,Oracle,Boston,No,10-11
1756,No,2020-11-01 00:00:00,2020-11-15 00:00:00,A,Journey2Cloud,ML,Boston,No,3-4
1757,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,G,Avande,Java,Chicago,No,10-11
1758,No,2020-04-01 00:00:00,2020-09-15 00:00:00,A,Chevron Cloud Security,Oracle,NYC,No,9-10
1759,Yes,2020-07-01 00:00:00,2020-08-15 00:00:00,E,Chevron Cloud Security,Java,DC,Yes,2-3
1760,Yes,2020-03-01 00:00:00,2020-11-15 00:00:00,A,Cloud Security Enablement Phase 1,Python,Denver,Yes,8-9
1761,Yes,2020-01-01 00:00:00,2020-07-15 00:00:00,E,Journey2Cloud,Oracle,DC,Yes,3-4
1762,No,2020-10-01 00:00:00,2020-10-15 00:00:00,H,Chevron Cloud Security,Oracle,Boston,Yes,4-5
1763,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,A,AT&T Application Scanning,Oracle,Denver,No,9-10
1764,Yes,2020-08-01 00:00:00,2020-11-15 00:00:00,F,iDefense- Zaim,Oracle,Denver,Yes,5-6
1765,Yes,2020-08-01 00:00:00,2020-08-15 00:00:00,F,AT&T Application Scanning,ML,DC,No,10-11
1766,No,2020-06-01 00:00:00,2020-12-15 00:00:00,G,Journey2Cloud,Java,Chicago,Yes,6-7
1767,Yes,2020-05-01 00:00:00,2020-08-15 00:00:00,H,Application Security F/P Analysis,Python,DC,No,4-5
